Owner,Repository Name,Repository Link,Stars,Forks,Issues,Pull Requests,Description,File Name,Dependency Name,Spec Name,Testing Framework,Created At
sajjadium,ctf-archives,https://github.com/sajjadium/ctf-archives,837,134,2,4, CTF Archives: Collection of CTF Challenges.,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,6/10/2021
hhstore,annotated-py-projects,https://github.com/hhstore/annotated-py-projects,721,188,1,0,fastapi/flask/sanic/asyncio/bottle/webpy 等源码注解合集,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,1/27/2016
QwenLM,Qwen2.5-Coder,https://github.com/QwenLM/Qwen2.5-Coder,698,57,80,51,"Qwen2.5-Coder is the code version of Qwen2.5<> the large language model series developed by Qwen team, Alibaba Cloud.",parallel_gpt.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/16/2024
pychess,pychess,https://github.com/pychess/pychess,697,185,1634,651,PyChess - a chess client for Linux/Windows,TimeSeal.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,2/2/2015
carlmontanari,scrapli,https://github.com/carlmontanari/scrapli,579,60,89,217,"Fast<> flexible, sync/async, Python 3.7+ screen scraping client specifically for network devices",http_writer.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,1/27/2020
rhinstaller,anaconda,https://github.com/rhinstaller/anaconda,539,346,0,5743,System installer for Fedora<> RHEL and other distributions,txt_input.py,pydocs,Pydocs_NoReadAfterAccess,pytest,2/2/2015
JeffLIrion,adb_shell,https://github.com/JeffLIrion/adb_shell,534,59,62,173,A Python implementation of ADB with shell and FileSync functionality.,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,9/16/2019
lablup,backend.ai,https://github.com/lablup/backend.ai,508,133,778,2134,"Backend.AI is a streamlined<> container-based computing cluster platform that hosts popular computing/ML frameworks and diverse programming languages, with pluggable heterogeneous accelerator support including CUDA GPU, ROCm GPU, TPU, IPU and other NPUs.",wsgi.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,10/6/2016
QuarkChain,pyquarkchain,https://github.com/QuarkChain/pyquarkchain,224,102,249,696,Python implementation of QuarkChain,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly|Pydocs_ShouldNotInstantiateStreamWriter,pytest,8/2/2018
cjrh,aiorun,https://github.com/cjrh/aiorun,435,26,31,60,"A ""run"" function for asyncio-based apps that does all the boilerplate.",socksserver.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,10/19/2017
milkv-duo,duo-buildroot-sdk,https://github.com/milkv-duo/duo-buildroot-sdk,398,163,106,45,Milk-V Duo Official buildroot SDK,asyncio.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,6/13/2023
hubblestack,hubble,https://github.com/hubblestack/hubble,379,84,137,1015,"Hubble is a modular<> open-source security compliance framework. The project provides on-demand profile-based auditing, real-time security event notifications, alerting, and reporting.",simos_hsl.py,pydocs,Pydocs_NoReadAfterAccess,pytest,1/5/2017
bwhmather,ssort,https://github.com/bwhmather/ssort,359,10,50,67,Tool for automatically sorting python statements within a module,tcprelay_mqtt_server.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,3/18/2021
getsentry,snuba,https://github.com/getsentry/snuba,339,56,220,6205,Search the seas for your lost treasure.,test_cluster_replacements.py,pydocs,Pydocs_MustShutdownExecutor,pytest,3/1/2018
jborean93,pypsrp,https://github.com/jborean93/pypsrp,327,47,127,64,PowerShell Remoting Protocol for Python,conn.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,3/24/2018
Josverl,micropython-stubs,https://github.com/Josverl/micropython-stubs,157,22,64,688,Stubs of most MicroPython ports<> boards and versions to make writing code that much simpler.,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly|Pydocs_ShouldNotInstantiateStreamWriter,pytest,10/17/2020
reingart,pyafipws,https://github.com/reingart/pyafipws,287,190,65,52,"Factura Electrónica AFIP y otros servicios web (proyecto software libre) — Interfases<> tools and apps for Argentina's gov't. webservices (soap, com/dll simil-ocx, pdf, dbf, xml, json, etc.) #python",alice.py,pydocs,Pydocs_NoReadAfterAccess,pytest,7/30/2013
modal-labs,modal-client,https://github.com/modal-labs/modal-client,275,36,64,2283,Python client library for Modal,http_writer.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,10/18/2022
chilli-axe,mpc-autofill,https://github.com/chilli-axe/mpc-autofill,215,90,129,122,Print automation software (leveraging MakePlayingCards) for your tabletop gaming community,utils.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/12/2020
uberfastman,fantasy-football-metrics-weekly-report,https://github.com/uberfastman/fantasy-football-metrics-weekly-report,199,47,123,103,"Command line application to create weekly reports (containing stats<> metrics, and rankings) for Fantasy Football leagues on the following platforms: Yahoo, ESPN, CBS, Sleeper, Fleaflicker",nwchem.py,pydocs,Pydocs_NoReadAfterAccess,pytest,8/29/2016
latchbio,latch,https://github.com/latchbio/latch,162,16,100,402,a python bioinformatics framework,precompiler.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,1/13/2022
secondlaw-ai,skyrim,https://github.com/secondlaw-ai/skyrim,151,7,13,23,🌎 🤝 AI weather models united,process.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/5/2024
hugsy,gef-extras,https://github.com/hugsy/gef-extras,149,50,40,77,Extra goodies for GEF to (try to) make GDB suck even less,setup.py,pydocs,Pydocs_NoReadAfterAccess,pytest,5/5/2017
alfredgu001324,MapUncertaintyPrediction,https://github.com/alfredgu001324/MapUncertaintyPrediction,146,12,25,0,[CVPR 2024 Award Candidate] Producing and Leveraging Online Map Uncertainty in Trajectory Prediction,ens.py,pydocs,Pydocs_MustShutdownExecutor,pytest,3/16/2024
PacktPublishing,Mastering-Object-Oriented-Python-Second-Edition,https://github.com/PacktPublishing/Mastering-Object-Oriented-Python-Second-Edition,143,103,1,0,Mastering Object-Oriented Python - Second Edition<> published by Packt,user_context.py,pydocs,Pydocs_MustShutdownExecutor,pytest,5/20/2019
microsoft,vscode-python-tools-extension-template,https://github.com/microsoft/vscode-python-tools-extension-template,137,43,22,170,Template for creating VS Code extensions for python tools. ,qube_connection.py,pydocs,Pydocs_MustShutdownExecutor,pytest,5/25/2022
NagarajuGunda,PyAlgoMate,https://github.com/NagarajuGunda/PyAlgoMate,134,79,11,27,N/A,dataset_reader.py,pydocs,Pydocs_MustShutdownExecutor,pytest,2/2/2023
popsim-consortium,stdpopsim,https://github.com/popsim-consortium/stdpopsim,123,86,690,880,A library of standard population genetic models,data.py,pydocs,Pydocs_MustShutdownExecutor,pytest,1/23/2019
smarthomeNG,smarthome,https://github.com/smarthomeNG/smarthome,122,90,255,423,Device integration platform for your smart home,kv.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,3/15/2016
Parisson,Telemeta,https://github.com/Parisson/Telemeta,118,36,186,54,Collaborative content management system for musicology,pdoc,pydocs,Pydocs_NoReadAfterAccess,pytest,10/25/2011
rhasspy,wyoming,https://github.com/rhasspy/wyoming,115,19,19,8,Peer-to-peer protocol for voice assistants,connection.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,9/29/2023
BDI-pathogens,OpenABM-Covid19,https://github.com/BDI-pathogens/OpenABM-Covid19,113,68,65,177,OpenABM-Covid19: an agent-based model for modelling the spread of SARS-CoV-2 (coronavirus) and control interventions for the Covid-19 epidemic,parallel.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/16/2020
DragonHPC,dragon,https://github.com/DragonHPC/dragon,55,6,10,12,Dragon distributed runtime for HPC and AI applications and workflows,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly|Pydocs_ShouldNotInstantiateStreamWriter,pytest,9/12/2023
EldarMuradov,EraEngine,https://github.com/EldarMuradov/EraEngine,100,7,8,9,Open source C++ 3D game engine ,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,11/20/2023
It4innovations,rsds,https://github.com/It4innovations/rsds,96,8,0,28,Dask scheduler written in Rust,generate_load.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,9/5/2019
anton-bushuiev,PPIRef,https://github.com/anton-bushuiev/PPIRef,82,8,5,2,Dataset and package for working with protein-protein interactions in 3D,reactor.py,pydocs,Pydocs_MustShutdownExecutor,pytest,10/16/2023
navis-org,navis,https://github.com/navis-org/navis,80,31,89,71,Python library for analysis of neuroanatomical data.,synblast_funcs.py,pydocs,Pydocs_MustShutdownExecutor,pytest,1/29/2019
dlemel8,tunneler,https://github.com/dlemel8/tunneler,67,6,1,0,"Tunnel TCP or UDP traffic over TCP<> (mutual) TLS or DNS (authoritative server or direct connection), implemented in Rust",test_unix.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,4/4/2021
CenterForOpenScience,waterbutler,https://github.com/CenterForOpenScience/waterbutler,62,63,27,385,WaterButler is a Python web application for interacting with various file storage services via a single RESTful API<> developed at Center for Open Science.,applet_ema.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,11/25/2014
kura,blackhole,https://github.com/kura/blackhole,61,10,22,14,Blackhole is an MTA written on top of asyncio<> utilising async and await statements that dumps all mail it receives to /dev/null.,shell_command.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,7/23/2012
gabrieltseng,datascience-projects,https://github.com/gabrieltseng/datascience-projects,58,22,3,5,A collection of personal data science projects,mixer.py,pydocs,Pydocs_MustShutdownExecutor,pytest,7/2/2017
valkey-io,valkey-py,https://github.com/valkey-io/valkey-py,58,7,37,76,Valkey Python client based on a fork of redis-py,mixins.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,5/20/2024
alfredgu001324,MapBEVPrediction,https://github.com/alfredgu001324/MapBEVPrediction,56,10,5,0,[ECCV 2024] Accelerating Online Mapping and Behavior Prediction via Direct BEV Feature Attention,test.py,pydocs,Pydocs_MustShutdownExecutor,pytest,6/28/2024
nxtlo,aiobungie,https://github.com/nxtlo/aiobungie,50,10,48,427,Python and asyncio Bungie API wrapper.,1.py,pydocs,Pydocs_MustShutdownExecutor,pytest,2/15/2021
epoplavskis,photon-pump,https://github.com/epoplavskis/photon-pump,48,9,44,200,A TCP eventstore client for modern Python,asyncio.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,4/27/2017
metaspace2020,metaspace,https://github.com/metaspace2020/metaspace,47,10,622,957,Cloud engine and platform for metabolite annotation for imaging mass spectrometry,blastoff.py,pydocs,Pydocs_MustShutdownExecutor,pytest,6/28/2018
alexanderkell,elecsim,https://github.com/alexanderkell/elecsim,46,11,4,83,Long term electricity market agent based model simulation used to observe the effect of policy on investment decisions,standardization_V2_multiprocess.py,pydocs,Pydocs_MustShutdownExecutor,pytest,3/9/2018
Rorisis,Co-Occ,https://github.com/Rorisis/Co-Occ,43,4,12,0,[IEEE RA-L] Co-Occ: Coupling Explicit Feature Fusion with Volume Rendering Regularization for Multi-Modal 3D Semantic Occupancy Prediction,kitti_data_utils.py,pydocs,Pydocs_MustShutdownExecutor,pytest,1/31/2024
myc634,UltraLiDAR_nusc_waymo,https://github.com/myc634/UltraLiDAR_nusc_waymo,43,3,12,0,N/A,tools.py,pydocs,Pydocs_MustShutdownExecutor,pytest,11/2/2023
izderadicka,mybookshelf2,https://github.com/izderadicka/mybookshelf2,39,9,4,19,Platform for managing and sharing  ebooks,setup.py,pydocs,Pydocs_NoReadAfterAccess,pytest,4/4/2016
mees,hulc2,https://github.com/mees/hulc2,36,3,9,1,[ICRA2023] Grounding Language with Visual Affordances over Unstructured Data,data_pull_main.py,pydocs,Pydocs_MustShutdownExecutor,pytest,11/6/2022
machinezone,cobra,https://github.com/machinezone/cobra,32,3,16,41,Cobra is a realtime messaging server using Python3<> WebSockets and Redis,ex_tcp_server.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,7/26/2019
DASH-Lab,VFP290K,https://github.com/DASH-Lab/VFP290K,30,4,6,0,This repository is for *VFP290K: A Large-Scale Benchmark Dataset for Vision-based Fallen Person Detection* paper in NeurIPS 2021 (Datasets and Benchmarks),test_posix.py,pydocs,Pydocs_NoReadAfterAccess,pytest,8/27/2021
NL2Code,CodeS,https://github.com/NL2Code/CodeS,14,0,0,0,N/A,ig.py,pydocs,Pydocs_MustShutdownExecutor|Pydocs_NoReadAfterAccess,pytest,3/25/2024
Nextdoor,kingpin,https://github.com/Nextdoor/kingpin,27,14,126,406,Deployment Automation Engine,test_redis_backend.py,pydocs,Pydocs_MustShutdownExecutor,pytest,8/13/2014
getsentry,hackweek-coda,https://github.com/getsentry/hackweek-coda,27,0,0,2,A queue thing with a sprinkle of Italian,asyncio_telnet.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,8/21/2023
milkv-duo,duo-buildroot-sdk-v2,https://github.com/milkv-duo/duo-buildroot-sdk-v2,27,20,11,5,Milk-V Duo Official buildroot SDK V2,abc.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,6/21/2024
pyinsteon,pyinsteon,https://github.com/pyinsteon/pyinsteon,26,17,61,365,Python library to support Insteon home automation projects,as_nrf_json.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,9/5/2018
christoftorres,Elysium,https://github.com/christoftorres/Elysium,25,8,1,2,A tool to automatically patch vulnerable Ethereum smart contracts (RAID 2022).,moonton.py,pydocs,Pydocs_MustShutdownExecutor,pytest,8/31/2022
spedagadi,yocto-tinkerboard,https://github.com/spedagadi/yocto-tinkerboard,24,10,4,0,Yocto Sources for Tinkerboard,allPythonContent.py,pydocs,Pydocs_NoReadAfterAccess,pytest,4/2/2017
European-XFEL,Karabo,https://github.com/European-XFEL/Karabo,24,6,0,0,The Karabo SCADA Framework,send_command.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,4/17/2023
ska-sa,spead2,https://github.com/ska-sa/spead2,23,13,101,250,Library for the Streaming Protocol for Exchange of Astronomical Data (SPEAD),ws.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,6/4/2015
justinmoon,network-programming,https://github.com/justinmoon/network-programming,23,12,0,23,A hand-on tutorial on Bitcoin network programming,sendDataToLocalhost.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,1/22/2019
mhils,r8,https://github.com/mhils/r8,21,5,4,24,r8 – a simple ctf system,asyncio_echo_server_coroutine.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,9/14/2018
ldv-klever,klever,https://github.com/ldv-klever/klever,20,10,1,6,Read-only mirror of the Klever Git repository ,import.py,pydocs,Pydocs_MustShutdownExecutor,pytest,7/13/2018
so1n,rap,https://github.com/so1n/rap,19,2,1,3,rap(par[::-1]) is advanced and fast python async rpc,plain_python__send_bytes__asyncio_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,8/6/2020
Shist,Zhukouski_Pavel_BSU_Projects,https://github.com/Shist/Zhukouski_Pavel_BSU_Projects,17,3,0,0,All projects that I had to do at the university (3-4 course - Department of Computer Technologies and Networks),http_writer.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,1/9/2021
machanic,TangentAttack,https://github.com/machanic/TangentAttack,16,0,3,1,The official implementation of NeurIPS 2021 paper: Finding Optimal Tangent Points for Reducing Distortions of Hard-label Attacks,cell_tool.py,pydocs,Pydocs_MustShutdownExecutor,pytest,11/11/2021
jaceklaskowski,learn-databricks,https://github.com/jaceklaskowski/learn-databricks,16,8,0,4,Notebooks to learn Databricks Lakehouse Platform,netbeez-agent.py,pydocs,Pydocs_MustShutdownExecutor,pytest,1/20/2023
MAILAB-Yonsei,capsule_endoscopy_detection,https://github.com/MAILAB-Yonsei/capsule_endoscopy_detection,16,3,1,0,capsule_endoscopy_detection DACON challenge,minimal_upload_server.py,pydocs,Pydocs_NoReadAfterAccess,pytest,12/9/2021
YoeDistro,poky-old,https://github.com/YoeDistro/poky-old,16,31,0,6,Old Poky Distro metadata repository - Its getting no updates - Please migrate your fork to https://github.com/yoctoproject/poky or https://github.com/YoeDistro/poky,tasks.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,1/21/2016
byllyfish,shellous,https://github.com/byllyfish/shellous,16,1,64,753,asyncio library that provides an API for running subprocesses,asyncio.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,8/10/2021
sswam,allemande,https://github.com/sswam/allemande,8,1,0,0,This is a work-in-progress AI software toolkit in the UNIX tradition.,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly|Pydocs_ShouldNotInstantiateStreamWriter,pytest,4/13/2023
mlz-ictrl,nicos,https://github.com/mlz-ictrl/nicos,15,6,0,11,NICOS instrument control system (read-only mirror for repo on forge.frm2.tum.de/review/),gpio.py,pydocs,Pydocs_NoReadAfterAccess,pytest,11/6/2019
cndn,intelligent-code-completion,https://github.com/cndn/intelligent-code-completion,15,12,2,1,N/A,__init__.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,10/2/2017
SophieHYe,PreciseBugs,https://github.com/SophieHYe/PreciseBugs,14,7,2,0,N/A,auth.py,pydocs,Pydocs_NoReadAfterAccess,pytest,7/19/2023
asozialesnetzwerk,an-website,https://github.com/asozialesnetzwerk/an-website,14,4,41,84,#1 Website in the Worlds,asyncio.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,6/3/2021
eqcorrscan,RT_EQcorrscan,https://github.com/eqcorrscan/RT_EQcorrscan,13,6,8,35,Real-Time implementation of EQcorrscan methods.,calculate_metric.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/6/2018
HackSoc,csbot,https://github.com/HackSoc/csbot,13,15,54,132,An IRC bot and plugin system for the #cs-york channel on irc.freenode.net,conftest.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,4/2/2012
imfht,flaskapps,https://github.com/imfht/flaskapps,12,4,1,2,a set of flask apps,asyncio_tcp_readinto.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,1/31/2021
OFFIS-DAI,mango,https://github.com/OFFIS-DAI/mango,12,2,67,38,Modular Python-based agent framework to implement multi-agent systems,client.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,10/19/2023
mlcommons,training_results_v4.0,https://github.com/mlcommons/training_results_v4.0,11,14,8,1, This repository contains the results and code for the MLPerf™ Training v4.0 benchmark.,mainFindLongTransitive.py,pydocs,Pydocs_MustShutdownExecutor,pytest,6/11/2024
Ascend,ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,11,2,1,0,N/A,run-sim.py,pydocs,Pydocs_MustShutdownExecutor,pytest,4/20/2022
LiberTEM,LiberTEM-live,https://github.com/LiberTEM/LiberTEM-live,11,5,42,122,Live processing with LiberTEM,ncmkflats.py,pydocs,Pydocs_NoReadAfterAccess,pytest,2/23/2021
augcog,tai,https://github.com/augcog/tai,10,12,0,92,N/A,server.py,pydocs,Pydocs_MustShutdownExecutor,pytest,9/20/2023
hackcollective,wind-curtailment,https://github.com/hackcollective/wind-curtailment,10,4,37,59,N/A,tsqr_experiment.py,pydocs,Pydocs_MustShutdownExecutor,pytest,6/2/2022
ibm-cloud-architecture,refarch-reefer-ml,https://github.com/ibm-cloud-architecture/refarch-reefer-ml,10,20,1,91,"This is a prescriptive maintenance implementation using event-driven architecture for real-time analytics on event stream coming from Reefer Container. The solution include a reefer simulator<> a scoring microservice, a container event listener to trigger a business process when the scoring identify the Reefer container needs maintenance. All run on Openshift.",TwitchPlays_Connection.py,pydocs,Pydocs_MustShutdownExecutor,pytest,8/26/2019
daddydrac,NVIDIA-Rapids-NeMo-PyTorch-Tensorboard,https://github.com/daddydrac/NVIDIA-Rapids-NeMo-PyTorch-Tensorboard,10,2,0,0,"Ultimate NLP Toolkit for GPUs: RAPIDS-AI<> PyTorch, NeMo, Tensorboard, TensorRT, CUDA 10.1",test_events.py,pydocs,Pydocs_MustShutdownExecutor,pytest,3/17/2020
phlong3105,mon,https://github.com/phlong3105/mon,10,3,1,14,One Research Framework To Rule Them All,text_mapping.py,pydocs,Pydocs_MustShutdownExecutor,pytest,5/12/2022
ThanasisMattas,shortestpaths,https://github.com/ThanasisMattas/shortestpaths,9,0,3,2,Bidirectional k-shortest paths with DP,BBCVideoOnDemand.py,pydocs,Pydocs_MustShutdownExecutor,pytest,10/8/2020
enriquetomasmb,nebula,https://github.com/enriquetomasmb/nebula,9,6,4,11,NEBULA: A Platform for Decentralized Federated Learning,rotator_client.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,5/25/2024
Netgate,frr,https://github.com/Netgate/frr,9,11,0,0,FRR dynamic routing,peer.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,6/8/2018
alengwenus,pypck,https://github.com/alengwenus/pypck,9,4,46,79,Asynchronous LCN-PCK library written in Python,uasyncio_tcp_server_client.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,10/27/2018
pablo-aledo,dotfiles,https://github.com/pablo-aledo/dotfiles,9,2,0,98,N/A,gateway.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,7/26/2017
SKKUAutoLab,ETSS-07-ImageEnhance,https://github.com/SKKUAutoLab/ETSS-07-ImageEnhance,8,5,0,6,N/A,mainf.py,pydocs,Pydocs_MustShutdownExecutor,pytest,11/18/2021
sqdnoises,infinite-craft,https://github.com/sqdnoises/infinite-craft,8,6,3,0,An API Wrapper of Neal's Infinite Craft game in Python for people to implement in their programs.,gtrss.py,pydocs,Pydocs_NoReadAfterAccess,pytest,2/28/2024
smartobjectoriented,so3,https://github.com/smartobjectoriented/so3,8,5,40,30,Smart Object Oriented Operating system is a lightweight and full featured operating system devoted to embedded systems<> currently mainly ARM-based. SO3 can be used in academic and industrial environment (https://smartobjectoriented.github.io/so3),asyncio_tcp_readexactly.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,9/21/2022
huiyegit,UAV3D,https://github.com/huiyegit/UAV3D,7,2,0,0,N/A,kitti_data_utils.py,pydocs,Pydocs_MustShutdownExecutor,pytest,6/7/2024
swapper-org,NodeChain,https://github.com/swapper-org/NodeChain,7,5,131,101,Nodechain is a service that allows you to create nodes on a blockchain and connect to them natively through APIs. The goal is to allow the user to build their own nodes natively without having to rely on external services.,test_streams.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,4/9/2021
wozeparrot,tinymod,https://github.com/wozeparrot/tinymod,7,3,10,4,tinygrad's premier discord moderation bot,json_api.py,pydocs,Pydocs_ShouldNotInstantiateStreamWriter,pytest,7/7/2023
open-v2x,lidar,https://github.com/open-v2x/lidar,6,8,1,53,OpenV2X lidar,model_inversion.py,pydocs,Pydocs_MustShutdownExecutor,pytest,10/22/2022
Azure,iot-sdks-e2e-fx,https://github.com/Azure/iot-sdks-e2e-fx,6,13,3,389,Test framework used to run end-to-end tests of SDKs against an Azure IoT Hub or Edge Hub,test_client.py,pydocs,Pydocs_MustShutdownExecutor,pytest,1/15/2019
mikem23,koji-playground,https://github.com/mikem23/koji-playground,6,4,0,1,This repo is for *experimental* koji changes. Heads may rebase or disappear. You have been warned. Official upstream at https://pagure.io/koji and github mirror at https://github.com/koji-project/koji,projectAnalytics.py,pydocs,Pydocs_NoReadAfterAccess,pytest,4/9/2015
maurov,xraysloth,https://github.com/maurov/xraysloth,6,1,0,5,sloth: slowly evolving utilities for x-ray spectroscopists,rocm_agent_enumerator,pydocs,Pydocs_NoReadAfterAccess,pytest,8/29/2014
joelanders,toytor,https://github.com/joelanders/toytor,6,1,0,0,toy tor implementation with python 3.4's asyncio and 3.5's async/await coroutines,lonadb_client.py,pydocs,Pydocs_ShouldUseStreamWriterCorrectly,pytest,9/6/2016
qompassai,Nautilus,https://github.com/qompassai/Nautilus,3,0,0,0,Quality NIST-compliant AI Security solutions,interview_code.py,pydocs,Pydocs_MustShutdownExecutor|Pydocs_ShouldNotInstantiateStreamWriter,pytest,8/6/2024
AndersCFR,DataScience_IA_BigData_BI,https://github.com/AndersCFR/DataScience_IA_BigData_BI,3,0,0,0,Apuntes o plantillas de algunos de los algoritmos básicos de Machine Learning.,example21.py,pydocs,Pydocs_MustShutdownExecutor|Pydocs_ShouldNotInstantiateStreamWriter,pytest,10/25/2021
