Owner,Repository Name,Repository Link,Stars,Forks,Issues,Pull Requests,Description,File Name,Dependency Name,Spec Name,Testing Framework,Created At
DFIRKuiper,Kuiper,https://github.com/DFIRKuiper/Kuiper,753,110,71,50,Digital Forensics Investigation Platform,decorators.py,requests,DataMustOpenInBinary,pytest,11/1/2019
pychess,pychess,https://github.com/pychess/pychess,683,183,1631,629,PyChess - a chess client for Linux/Windows,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,2/2/2015
SunzeY,AlphaCLIP,https://github.com/SunzeY/AlphaCLIP,629,37,53,9,[CVPR 2024] Alpha-CLIP: A CLIP Model Focusing on Wherever You Want,tiny_imagenet.py,pydocs,Arrays_Comparable,pytest,11/27/2023
LGE-ARC-AdvancedAI,auptimizer,https://github.com/LGE-ARC-AdvancedAI/auptimizer,200,27,6,44,An automatic ML model optimization tool.,tripletsample_dataset.py,pydocs,Arrays_Comparable|Console_CloseReader|Console_CloseWriter,pytest,9/12/2019
earthgecko,skyline,https://github.com/earthgecko/skyline,549,60,54,594,Anomaly detection,genutils.py,pydocs,Console_CloseReader,pytest,6/4/2014
seanfisk,python-project-template,https://github.com/seanfisk/python-project-template,542,166,22,49,A template Python project with a focus on best practices.,generate_offset.py,pydocs,ArgParse_Parent,pytest,4/11/2012
salesforce,CodeRL,https://github.com/salesforce/CodeRL,490,62,27,32,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).,include.py,pydocs,faulthandler_disableBeforeClose,pytest,6/30/2022
kubilus1,autoortho,https://github.com/kubilus1/autoortho,207,34,213,84,Orthophoto streaming for X-Plane 11,cpcc,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,12/31/2021
avrae,avrae,https://github.com/avrae/avrae,395,129,1312,717,A Discord bot to streamline running D&D 5e.,tmpfs.py,pydocs,faulthandler_disableBeforeClose,pytest,2/2/2017
spectrochempy,spectrochempy,https://github.com/spectrochempy/spectrochempy,125,24,196,533,SpectroChemPy is a framework for processing<> analyzing and modeling spectroscopic data for chemistry with Python,linux-dependencies.py,pydocs,Arrays_Comparable|Console_CloseErrorWriter|Console_CloseWriter,pytest,5/13/2020
FMInference,H2O,https://github.com/FMInference/H2O,348,30,38,7,[NeurIPS'23] H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models.,code_metrics_helper.py,pydocs,faulthandler_disableBeforeClose,pytest,6/12/2023
Yelp,Tron,https://github.com/Yelp/Tron,340,59,152,841,Next generation batch process scheduling and management,pw,pydocs,ArgParse_Parent,pytest,9/9/2010
open-policy-agent,contrib,https://github.com/open-policy-agent/contrib,321,150,47,213,"Integrations<> examples, and proof-of-concepts that are not part of OPA proper.",PX.py,requests,DataMustOpenInBinary,pytest,4/25/2017
pytorch,torchx,https://github.com/pytorch/torchx,319,105,180,771,TorchX is a universal job launcher for PyTorch applications. TorchX is designed to have fast iteration time for training/research and support for E2E production ML pipelines when you're ready.,session_widget.py,pydocs,Console_CloseErrorWriter,pytest,5/4/2021
smousavi05,EQTransformer,https://github.com/smousavi05/EQTransformer,300,144,124,31,EQTransformer<> a python package for earthquake signal detection and phase picking using AI.,evaluate_IL.py,pydocs,faulthandler_disableBeforeClose,pytest,3/11/2020
EI-CoreBioinformatics,mikado,https://github.com/EI-CoreBioinformatics/mikado,91,14,325,131,Mikado is a lightweight Python3 pipeline whose purpose is to facilitate the identification of expressed loci from RNA-Seq data * and to select the best models in each locus.,test_repr.py,pydocs,Arrays_Comparable|Console_CloseReader|Console_CloseWriter,pytest,8/31/2015
promptops,cli,https://github.com/promptops/cli,122,3,13,5,um is a GPT-powered CLI assistant. Ask questions in plain English<> get the perfect shell command.,split_bed_by_haplotype.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,5/9/2023
ryanmrestivo,red-team,https://github.com/ryanmrestivo/red-team,119,32,0,0,"Notes<> red team materials, testing tools, etc.",Rsa2048Sha256GenerateKeys.py,pydocs,Console_CloseReader|Console_CloseWriter,pytest,4/12/2021
kobotoolbox,kobocat,https://github.com/kobotoolbox/kobocat,117,119,386,538,Our (backend) server for providing blank forms to Collect and Enketo and for receiving and storing submissions. ,install.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,11/18/2013
mindflowai,mindflow,https://github.com/mindflowai/mindflow,222,20,19,112,"🧠 AI-powered CLI git wrapper<> boilerplate code generator, chat history manager, and code search engine to streamline your dev workflow 🌊",s.py,requests,DataMustOpenInBinary,pytest,12/10/2022
ansible,ansible-rulebook,https://github.com/ansible/ansible-rulebook,188,74,48,661,N/A,axis-2_9.with_run_disable_and_mode_pins,pydocs,Console_CloseReader,pytest,2/16/2022
cocrawler,cocrawler,https://github.com/cocrawler/cocrawler,182,24,4,9,CoCrawler is a versatile web crawler built using modern tools and concurrency.,runner.py,pydocs,faulthandler_disableBeforeClose,pytest,7/15/2016
GaloisInc,MATE,https://github.com/GaloisInc/MATE,177,11,44,22,MATE is a suite of tools for interactive program analysis with a focus on hunting for bugs in C and C++ code using Code Property Graphs.,update_tdt4265_dataset.py,requests,DataMustOpenInBinary,pytest,1/26/2022
YuzukiHD,TinyVision,https://github.com/YuzukiHD/TinyVision,153,19,16,19,TinyVision - A Tiny Linux Board / IPC / Server / Router / And so on...,jail.py,pydocs,Console_CloseErrorWriter,pytest,11/13/2023
eXtern-OS,eXternOS-Base,https://github.com/eXtern-OS/eXternOS-Base,50,12,6,2,N/A,__main__.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter|faulthandler_tracetrackDumpBeforeClose,pytest,2/6/2020
RBVI,ChimeraX,https://github.com/RBVI/ChimeraX,145,27,26,14,Source code for molecular graphics program UCSF ChimeraX,bksf.py,pydocs,Arrays_Comparable,pytest,9/10/2020
Josverl,micropython-stubs,https://github.com/Josverl/micropython-stubs,144,22,61,688,Stubs of most MicroPython ports<> boards and versions to make writing code that much simpler.,createMakefile.am.lib.py,pydocs,Console_CloseErrorWriter,pytest,10/17/2020
torchpipe,torchpipe,https://github.com/torchpipe/torchpipe,140,12,7,22,Serving Inside Pytorch,gen_builders.py,pydocs,ArgParse_Parent,pytest,10/24/2023
FudanDNN-NLP,RAG,https://github.com/FudanDNN-NLP/RAG,140,8,2,2,This is an implementation of the paper:  Searching for Best Practices in Retrieval-Augmented Generation,srparser.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,6/29/2024
yandex,yatool,https://github.com/yandex/yatool,136,8,11,6,"Yatool is a cross-platform distribution<> building, testing, and debugging toolkit focused on monorepositories",mseed_predictor.py,pydocs,faulthandler_disableBeforeClose,pytest,11/24/2023
microsoft,vscode-python-tools-extension-template,https://github.com/microsoft/vscode-python-tools-extension-template,132,41,22,171,Template for creating VS Code extensions for python tools. ,popen.py,pydocs,Console_CloseReader,pytest,5/25/2022
ucbds-infra,otter-grader,https://github.com/ucbds-infra/otter-grader,122,62,379,451,A Python and R autograding solution,q3_1.py,pydocs,Arrays_Comparable,pytest,9/13/2019
andreamad8,FSB,https://github.com/andreamad8/FSB,121,10,4,0,The Few-Shot Bot: Prompt-Based Learning for Dialogue Systems,dqn_demo.py,pydocs,ArgParse_Parent,pytest,10/8/2021
sys-bio,tellurium,https://github.com/sys-bio/tellurium,106,35,472,113,Python Environment for Modeling and Simulating Biological Systems,main.py,pydocs,faulthandler_disableBeforeClose,pytest,2/12/2014
xuarehere,yolo_series_deepsort_pytorch,https://github.com/xuarehere/yolo_series_deepsort_pytorch,102,26,15,0,"Deepsort with yolo series. This project support the existing yolo detection model algorithm (YOLOV8<>  YOLOV7,  YOLOV6,  YOLOV5,  YOLOV4Scaled,  YOLOV4, YOLOv3', PPYOLOE,  YOLOR,  YOLOX ).",feature_extraction.py,pydocs,ArgParse_Parent,pytest,7/13/2022
roytam1,UXP,https://github.com/roytam1/UXP,48,8,0,12,UXP commits smorgasbord. Picking changes without removing XP/Vista and WebExtensions support. My custom changes will be in `custom` branch. Default `tracking` branch is not for compiling. Support requests should be raised in my blog comment forms below.,repo,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,2/14/2019
sammchardy,python-idex,https://github.com/sammchardy/python-idex,92,47,44,4,IDEX v3 Exchange REST API python implementation,directory.py,requests,DataMustOpenInBinary,pytest,11/15/2017
blackducksoftware,hub-rest-api-python,https://github.com/blackducksoftware/hub-rest-api-python,89,104,79,193,HUB REST API Python bindings,secded_gen.py,pydocs,ArgParse_Parent,pytest,7/9/2018
biothings,myvariant.info,https://github.com/biothings/myvariant.info,87,27,135,57,MyVariant.info: A BioThings API for human variant annotations,processor.py,pydocs,Arrays_Comparable,pytest,4/26/2014
EldarMuradov,EraEngine,https://github.com/EldarMuradov/EraEngine,87,7,8,8,Open source C++ 3D game engine ,xforth.py,pydocs,Console_CloseReader,pytest,11/20/2023
uccross,skyhookdm-ceph,https://github.com/uccross/skyhookdm-ceph,28,9,23,61,Skyhook Data Management: programmable storage for databases.  This repo contains the Ceph extensions to support data management in storage.,vm.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,3/9/2017
cndn,intelligent-code-completion,https://github.com/cndn/intelligent-code-completion,14,12,2,1,N/A,handler.py,pydocs|nltk|requests,Console_CloseErrorWriter|Console_CloseWriter|CreateWidgetOnSameFrameCanvas|DataMustOpenInBinary|faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,10/2/2017
cambridge-cares,TheWorldAvatar,https://github.com/cambridge-cares/TheWorldAvatar,83,24,337,989,A knowledge-graph-based digital twin of the world.,device_tracker.py,requests,DataMustOpenInBinary,pytest,3/6/2021
allenai,reclip,https://github.com/allenai/reclip,79,14,10,1,N/A,learner.py,pydocs,Arrays_Comparable,pytest,4/7/2022
timothyyu,wsae-lstm,https://github.com/timothyyu/wsae-lstm,77,30,20,50,"implementation of WSAE-LSTM model as defined by Bao<> Yue, Rao (2017)",dc_converter.py,pydocs,faulthandler_disableBeforeClose,pytest,10/16/2018
timothyyu,ml_monorepo,https://github.com/timothyyu/ml_monorepo,74,38,2,1,super-monorepo for machine learning and algorithmic trading ,calcres.py,pydocs,Arrays_Comparable,pytest,2/1/2019
FAForever,client,https://github.com/FAForever/client,74,85,582,552,FAF Python Client,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,9/24/2014
Deeplite,deeplite-torch-zoo,https://github.com/Deeplite/deeplite-torch-zoo,73,10,64,336,Collection of SOTA efficient computer vision models for embedded applications<> with pre-trained weights and training recipes,embed.py,pydocs,ArgParse_Parent,pytest,4/5/2021
UKP-SQuARE,square-core,https://github.com/UKP-SQuARE/square-core,71,14,31,570,SQuARE: Software for question answering research.,__init__.py,requests,DataMustOpenInBinary,pytest,2/3/2021
PacktPublishing,Ansible-for-Real-life-Automation,https://github.com/PacktPublishing/Ansible-for-Real-life-Automation,67,75,0,20,Ansible for Real-Life Automation<> published by Packt,pdf.py,requests,DataMustOpenInBinary,pytest,11/15/2021
openpsi-project,ReaLHF,https://github.com/openpsi-project/ReaLHF,66,3,12,47,Super-Efficient RLHF Training of LLMs with Parameter Reallocation,app.py,requests,DataMustOpenInBinary,pytest,6/18/2024
BonexGoo,Boss2D,https://github.com/BonexGoo/Boss2D,33,2,7,2,C++ AppEngine for Qt,1DividirPob_0.py,pydocs,Arrays_Comparable|faulthandler_tracetrackDumpBeforeClose,pytest,7/18/2019
CityOfPhiladelphia,ais,https://github.com/CityOfPhiladelphia/ais,19,6,100,97,Address Information System,main.py,pydocs|requests,Console_CloseReader|Console_CloseWriter|DataMustOpenInBinary,pytest,3/29/2016
pedro0311,freshtomato-arm,https://github.com/pedro0311/freshtomato-arm,28,11,0,4,Alternative open source firmware for Broadcom based routers | Mirror of https://bitbucket.org/pedro311/freshtomato-arm,cpuinfo.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,10/29/2019
codybum,OpenStackInAction,https://github.com/codybum/OpenStackInAction,53,36,1,25,Code and configuration supporting the OpenStack In Action book.,fileinput.py,pydocs,Console_CloseWriter,pytest,4/3/2014
ydb-platform,nbs,https://github.com/ydb-platform/nbs,52,21,275,1647,Network Block Store,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,3/14/2023
ag1455,OpenPLi-PC,https://github.com/ag1455/OpenPLi-PC,24,22,20,4,Watch TV from satellites on PC,stacktrace_translator.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,1/11/2020
Deep-Spark,DeepSparkHub,https://github.com/Deep-Spark/DeepSparkHub,45,10,2,2,"DeepSparkHub selects hundreds of application algorithms and models<> covering various fields of AI and general-purpose computing, to support the mainstream intelligent computing scenarios.",migrate-woonerf.py,pydocs,Console_CloseWriter,pytest,9/8/2022
logicmoo,logicmoo_workspace,https://github.com/logicmoo/logicmoo_workspace,44,8,444,28,https://jenkins.logicmoo.org/job/logicmoo_workspace https://logicmoo.org/xwiki/,srparser_app.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,11/11/2014
hwang595,Cuttlefish,https://github.com/hwang595/Cuttlefish,42,5,0,1,"The implementation for MLSys 2023 paper: ""Cuttlefish: Low-rank Model Training without All The Tuning""",test_fixers.py,pydocs,Arrays_Comparable,pytest,3/30/2023
rkevin-arch,ECS189M,https://github.com/rkevin-arch/ECS189M,14,4,14,9,All challenges and auto deployment scripts for the ECS189M CTF<> a CTF aimed to teach people about computer security,SConstruct_Firefox,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,12/6/2019
isc-projects,forge,https://github.com/isc-projects/forge,36,9,0,3,ISC Forge is an open source DHCP conformance validation framework<> primarily used for testing ISC Kea.,avg.py,pydocs,Console_CloseReader,pytest,3/25/2013
opencomputeproject,Rack-Manager,https://github.com/opencomputeproject/Rack-Manager,18,12,1,5,The base repo for the OCP OpenRMC Initiative,evaluation_saliencymap.py,pydocs,Arrays_Comparable|Console_CloseReader,pytest,12/11/2018
NL2Code,CodeS,https://github.com/NL2Code/CodeS,12,0,0,0,N/A,lrbd,pydocs|requests,Console_CloseErrorWriter|Console_CloseWriter|DataMustOpenInBinary,pytest,3/25/2024
Psiphon-Inc,psiphon-automation,https://github.com/Psiphon-Inc/psiphon-automation,33,25,0,127,Psiphon Circumvention System automation and server mangement,wfuzz.py,requests,DataMustOpenInBinary,pytest,4/1/2020
asterfusion,Helium_DPU,https://github.com/asterfusion/Helium_DPU,32,9,3,0,"Helium DPU<> ET3000, ET2500, ET1600",test_faulthandler.py,pydocs,faulthandler_disableBeforeClose,pytest,4/7/2023
KaiLv69,UDR,https://github.com/KaiLv69/UDR,31,6,9,0,ACL'23: Unified Demonstration Retriever for In-Context Learning,dqn_demo.py,pydocs,ArgParse_Parent,pytest,5/7/2023
RockyLzy,TextDefender,https://github.com/RockyLzy/TextDefender,30,2,6,2,"codes for ""Searching for an Effective Defender:Benchmarking Defense against Adversarial Word Substitution""",planner.py,pydocs,Console_CloseWriter,pytest,9/8/2021
openshift,lightspeed-service,https://github.com/openshift/lightspeed-service,30,31,8,1503,Core repository for an AI-powered OCP assistant service,main.py,requests,DataMustOpenInBinary,pytest,11/8/2023
maihao14,BlocklyEQTransformer,https://github.com/maihao14/BlocklyEQTransformer,30,1,0,1,A Python Toolbox for Customizing Seismic Phase Pickers,gnumed.py,pydocs,faulthandler_disableBeforeClose,pytest,6/16/2022
pedrobcst,Xerus,https://github.com/pedrobcst/Xerus,28,6,29,25,XRay Estimation and Refinement Using Similarity (XERUS),snn_mono_tagger.py,pydocs,Console_CloseErrorWriter,pytest,8/27/2021
cfe-lab,MiCall,https://github.com/cfe-lab/MiCall,14,6,580,568,Pipeline for processing FASTQ data from an Illumina MiSeq to genotype human RNA viruses like HIV and hepatitis C,metadata.py,pydocs|requests,Arrays_Comparable|DataMustOpenInBinary,pytest,4/17/2014
microsoft,verseagility,https://github.com/microsoft/verseagility,27,11,2,34,"Ramp up your custom natural language processing (NLP) task<> allowing you to bring your own data, use your preferred frameworks and bring models into production. ",pw,pydocs,ArgParse_Parent,pytest,1/24/2020
nasa,CTF,https://github.com/nasa/CTF,27,6,52,3,This is a new repository for a new tool to be added to the cFS ecosystem called cFS Test Framework (CTF).,jldd,pydocs,Console_CloseWriter,pytest,10/1/2020
hallamlab,TreeSAPP,https://github.com/hallamlab/TreeSAPP,25,3,67,29,A Python package for gene-centric taxonomic and functional classification using phylogenetic placement,git.py,pydocs,Console_CloseWriter,pytest,9/21/2013
Open-Earth-Foundation,CityCatalyst,https://github.com/Open-Earth-Foundation/CityCatalyst,20,5,8,677,Open Source carbon accounting for cities,check_static.py,pydocs,ArgParse_Parent,pytest,5/11/2023
dbpedia,gsoc-2020-dashboard,https://github.com/dbpedia/gsoc-2020-dashboard,20,0,0,6,N/A,rembg.py,requests,DataMustOpenInBinary,pytest,5/22/2020
ellakk,5v5dota2ai-framework,https://github.com/ellakk/5v5dota2ai-framework,20,5,2,0,N/A,db_toolbox.py,requests,DataMustOpenInBinary,pytest,5/6/2020
sophgo,sophon_ffmpeg,https://github.com/sophgo/sophon_ffmpeg,10,6,4,6,N/A,__init__.py,pydocs,faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,9/1/2022
BuysDB,SingleCellMultiOmics,https://github.com/BuysDB/SingleCellMultiOmics,19,9,70,200,Tools which deal with multiple single cell measurements ,cli.py,pydocs,ArgParse_Parent,pytest,5/20/2019
airshipit,shipyard,https://github.com/airshipit/shipyard,19,9,0,67,A cluster lifecycle orchestrator for Airship.,_client.py,requests,DataMustOpenInBinary,pytest,5/17/2018
prefeiturasp,SME-PratoAberto-API,https://github.com/prefeiturasp/SME-PratoAberto-API,18,18,18,109,API da aplicação PratoAberto,fit,pydocs,Arrays_Comparable,pytest,3/12/2018
graphcore-research,unit-scaling-demo,https://github.com/graphcore-research/unit-scaling-demo,16,2,2,1,Unit Scaling demo and experimentation code,ctf,pydocs,ArgParse_Parent,pytest,3/14/2023
gzlock,pyonedesk,https://github.com/gzlock/pyonedesk,16,3,1,32,N/A,activation.py,requests,DataMustOpenInBinary,pytest,7/6/2019
introlab,opentera,https://github.com/introlab/opentera,16,8,170,83,OpenTera - Open TeleRehabilitation Server and Micro-Services,questionnaire_responseitem.py,requests,DataMustOpenInBinary,pytest,1/31/2019
Gongdezhi1990,Qualcomm-_ADK6.4.0.43,https://github.com/Gongdezhi1990/Qualcomm-_ADK6.4.0.43,15,12,0,2,N/A,2.distributed.py,pydocs,ArgParse_Parent,pytest,11/30/2019
hubernikus,nonlinear_obstacle_avoidance,https://github.com/hubernikus/nonlinear_obstacle_avoidance,15,4,1,0,Obstacle avoidance around linear and nonlinear dynamics.,test_faulthandler.py,pydocs,faulthandler_disableBeforeClose,pytest,1/19/2023
lumanjiao,XLS_BigData_Hue,https://github.com/lumanjiao/XLS_BigData_Hue,14,5,0,1,新零售大数据平台-运维监控平台的开发,webtlsmdd.py,pydocs,Console_CloseWriter,pytest,1/10/2019
MetaCell,cloud-harness,https://github.com/MetaCell/cloud-harness,14,4,367,396,N/A,steps.py,requests,DataMustOpenInBinary,pytest,2/18/2020
delphix,cloud-init,https://github.com/delphix/cloud-init,7,19,2,86,Cloud-init automatically configures many subsystems of our cloud and non-cloud instances. Package is already provided by Ubuntu<> but we need some changes.,puma_poly.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,11/5/2018
sophgo,sophon_opencv,https://github.com/sophgo/sophon_opencv,7,5,0,5,N/A,absltest.py,pydocs,faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,9/1/2022
lumoe,dlkinematics,https://github.com/lumoe/dlkinematics,13,1,0,0,Differentiable Forward Kinematics for TensorFlow and Keras based on URDF files,evaluate-v1.1.py,pydocs,ArgParse_Parent,pytest,2/18/2021
JohnnyPeng18,TypeFix,https://github.com/JohnnyPeng18/TypeFix,13,4,5,0,"This is the tool released in ICSE 2024 paper ""Domain Knowledge Matters: Improving Prompts with Fix Templates for Repairing Python Type Errors"".",main.py,pydocs,Arrays_Comparable,pytest,10/6/2022
graphcore,distributed-kge-poplar,https://github.com/graphcore/distributed-kge-poplar,13,1,1,3,The application is a end-user training and evaluation system for standard knowledge graph embedding models. It was developed to optimise the WikiKG90Mv2 dataset,rgg,pydocs,Console_CloseErrorWriter,pytest,11/16/2022
kupl,PyTER,https://github.com/kupl/PyTER,12,4,3,3,N/A,oov.py,pydocs,Arrays_Comparable,pytest,3/17/2022
muctadir,lama,https://github.com/muctadir/lama,12,1,14,8,"LaMa<> short for Labelling Machine, is an web application developed for aiding in thematic analysis of qualitative data. ",apriori.py,pydocs,Arrays_Comparable,pytest,10/17/2022
sophgo,bootloader-arm64,https://github.com/sophgo/bootloader-arm64,4,15,0,15,bootloader for Sophon AI chips,polymopo,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,10/12/2022
illinois-ceesd,mirgecom,https://github.com/illinois-ceesd/mirgecom,11,19,199,859,MIRGE-Com is the workhorse simulation application for the Center for Exascale-Enabled Scramjet Design at the University of Illinois.,CoinData.py,pydocs,ArgParse_Parent,pytest,5/28/2020
Ascend,ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,11,2,1,0,N/A,spm_batch.py,pydocs,Console_CloseErrorWriter,pytest,4/20/2022
dextersjab,code-interpreter-notes,https://github.com/dextersjab/code-interpreter-notes,11,0,0,0,Notes and insights about OpenAI's Code Interpreter,chartparser_app.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,7/10/2023
manishshettym,codescholar,https://github.com/manishshettym/codescholar,10,0,12,16,codescholar: growing programs graphs idiomatically for API usage examples,nodeclassification.py,pydocs,ArgParse_Parent,pytest,9/2/2022
kosaurang,google-research,https://github.com/kosaurang/google-research,10,3,0,0,Google Research,sorted.py,pydocs,Arrays_Comparable,pytest,3/20/2022
stereotech,STE-Slicer,https://github.com/stereotech/STE-Slicer,10,4,77,96,N/A,testing_util.py,pydocs,faulthandler_disableBeforeClose,pytest,10/20/2020
