Owner,Repository Name,Repository Link,Stars,Forks,Issues,Pull Requests,Description,File Name,Dependency Name,Spec Name,Testing Framework,Created At
shayan-cyber,DotSlashProj,https://github.com/shayan-cyber/DotSlashProj,10,3,1,4,CodeTogether is a platform that aims to bring all the developers and coders together to appreciate collaborative coding by resolving issues faced by programmers on normal IDEs/platforms. It allows developers to communicate with their fellow developers or collaborators through online voice call and realtime chat. Besides<> the whiteboard makes the framing of an algorithm easier by helping programmers working collaboratively to discuss and plan their approach together,test_kmeans_learner_basic_model.py,pydocs,faulthandler_disableBeforeClose,pytest,1/7/2022
koking0,LuffyCity,https://github.com/koking0/LuffyCity,10,9,0,25,路飞学城在线教育平台,test_embedding.py,pydocs,faulthandler_disableBeforeClose,pytest,5/2/2020
st4sd,st4sd-runtime-core,https://github.com/st4sd/st4sd-runtime-core,9,0,21,24,Create and deploy virtual-experiments - co-processing computational workflows,cwl_cmdline.py,pydocs,ArgParse_Parent,pytest,11/30/2022
sunishsheth2009,ChatterBot,https://github.com/sunishsheth2009/ChatterBot,9,7,0,2,"Uses Python<> Flask, Natural Language processing, SQLAlchemy, NLTK and beautiful soup for web scrapping. ",main.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,10/2/2014
CroMarmot,oiTerminal,https://github.com/CroMarmot/oiTerminal,9,0,1,17,"terminal tool for codeforces atcoder<> problem/contest fetch, testcase download,test, submit",untitled1.py,requests,DataMustOpenInBinary,pytest,3/3/2019
MatchCake,MatchCake,https://github.com/MatchCake/MatchCake,9,0,11,23,Fermionic Machine Learning python package built on PennyLane,mseed_predictor.py,pydocs,faulthandler_disableBeforeClose,pytest,10/2/2023
wizzdev-pl,iot-starter,https://github.com/wizzdev-pl/iot-starter,8,1,3,39,WizzDev's IoT project - an open-source platform for IoT prototyping,brute_pzl12_GO.py,pydocs,Console_CloseReader,pytest,1/27/2021
open-data-toronto,operations,https://github.com/open-data-toronto/operations,8,0,1,213,Home for all operations related code and solutions for the Open Data Toronto catalogue,app.py,requests,DataMustOpenInBinary,pytest,9/11/2020
sswam,allemande,https://github.com/sswam/allemande,8,1,0,0,This is a work-in-progress AI software toolkit in the UNIX tradition.,vasp_client.py,requests,DataMustOpenInBinary,pytest,4/13/2023
neuroethology,bento,https://github.com/neuroethology/bento,8,1,122,73,N/A,bootstrap.py,pydocs,faulthandler_disableBeforeClose,pytest,11/30/2020
BCN3D,Stratos,https://github.com/BCN3D/Stratos,8,3,23,19,3D printer / slicing GUI built on top of the Uranium framework<> customized for the BCN3D machines,cura_app.py,pydocs,faulthandler_disableBeforeClose,pytest,7/9/2021
hasanar1f,HiRED,https://github.com/hasanar1f/HiRED,7,3,0,0,HiRED strategically drops visual tokens in the image encoding stage to improve inference efficiency for High-Resolution Vision-Language Models (e.g.<> LLaVA-Next) under a fixed token budget.,003_create_final_dataset.py,pydocs,ArgParse_Parent,pytest,8/19/2024
VOLTTRON,deprecated-volttron-applications,https://github.com/VOLTTRON/deprecated-volttron-applications,7,32,3,104,VOLTTRON Application tree (moved from volttron/applications),post_request.py,requests,DataMustOpenInBinary,pytest,6/3/2016
acornsoft-edgecraft,kore-on,https://github.com/acornsoft-edgecraft/kore-on,7,12,0,292,N/A,qthelpers.py,pydocs,faulthandler_disableBeforeClose,pytest,3/2/2022
natcap,rangeland_production,https://github.com/natcap/rangeland_production,7,9,22,25,Rangeland Production Model built on raster-based Python implementation of Century.,test_response_large_scale.py,pydocs,faulthandler_disableBeforeClose,pytest,11/22/2019
zerovm,zerovm-cli,https://github.com/zerovm/zerovm-cli,6,7,18,56,ZeroVM command line utilities,ddmin,pydocs,Console_CloseErrorWriter,pytest,11/18/2013
viannaandreBR,My-Data-Science-Journey,https://github.com/viannaandreBR/My-Data-Science-Journey,6,13,1,9,"My Data Science Journey with Python<> Pycaret, StreamLit, Pandas, Airflow, MinIO, ",cfg.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,10/23/2021
volentixlabsinc,venue-server,https://github.com/volentixlabsinc/venue-server,6,0,199,70,The backend services for Venue<> a community engagement platform for the Volentix community,hipchat.py,requests,DataMustOpenInBinary,pytest,10/25/2017
davecoulter,YSE_PZ,https://github.com/davecoulter/YSE_PZ,6,14,79,290,N/A,YSE_Forced_Phot.py,requests,DataMustOpenInBinary,pytest,11/9/2017
abukharin3,HERON,https://github.com/abukharin3/HERON,6,1,0,0,Code for HERON,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,9/5/2023
Rohan-cod,cross_platform_calc,https://github.com/Rohan-cod/cross_platform_calc,2,1,5,4,"A calculator made using the kivy framework in python. Can be installed on mac<> windows, android and ios. ",base_events.py,pydocs,Console_CloseReader|Console_CloseWriter|faulthandler_tracetrackDumpBeforeClose,pytest,1/31/2020
amd,ZenDNN-pytorch,https://github.com/amd/ZenDNN-pytorch,5,1,1,0,N/A,__init__.py,pydocs,Arrays_Comparable,pytest,3/1/2023
OP-TED,ted-rdf-conversion-pipeline,https://github.com/OP-TED/ted-rdf-conversion-pipeline,5,5,11,536,TED Semantic Web Services,object_dispatch.py,requests,DataMustOpenInBinary,pytest,12/3/2021
SeolhwaLee,EMNLP_workshop_COVID_QA,https://github.com/SeolhwaLee/EMNLP_workshop_COVID_QA,5,2,0,4,N/A,start3.py,requests,DataMustOpenInBinary,pytest,4/20/2020
ray-project,maze-raylit,https://github.com/ray-project/maze-raylit,5,0,0,2,Hackathon 2020! Max Archit Zhe,worker.py,pydocs,faulthandler_disableBeforeClose,pytest,12/3/2020
K-Kit,liquitrader,https://github.com/K-Kit/liquitrader,5,2,35,51,LiquiTrader is the most flexible UI based TA based trading system available for Binance crypto currency exchange,make_min_imu_gto_bag.py,pydocs,faulthandler_disableBeforeClose,pytest,8/22/2018
linjc16,TBranT,https://github.com/linjc16/TBranT,5,4,1,0,"[KBS 2022] Official implementation of ""Learning to Branch with Tree-aware Branching Transformers"".",__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,12/11/2021
WenjieZhao1,ModelZoo-PyTorch,https://github.com/WenjieZhao1/ModelZoo-PyTorch,4,0,1,0,N/A,v2_forecast_manager.py,pydocs,ArgParse_Parent,pytest,9/20/2022
Deep-Spark,DeepSparkInference,https://github.com/Deep-Spark/DeepSparkInference,4,2,0,0,"DeepSparkInference has selected 48 inference model examples<> covering fields such as computer vision, natural language processing, and speech recognition. Subsequent phases will gradually expand to more AI fields.",patch_trade_dialogues.py,pydocs,ArgParse_Parent,pytest,3/25/2024
Henricus-Basien,AutobopFirmware,https://github.com/Henricus-Basien/AutobopFirmware,4,1,0,0,Firmware for the Autonomous Parrot Bebop 2 Drone.,convert_genbank_to_gff3.py,pydocs,ArgParse_Parent,pytest,3/7/2018
pablovdcf,TFM_HADO_Cares,https://github.com/pablovdcf/TFM_HADO_Cares,4,0,0,0,Analysis of principal diagnosis<> trends. treatments and others. App created with streamlit.,pyrece.py,pydocs,Arrays_Comparable,pytest,3/29/2023
cameron-simpson,css,https://github.com/cameron-simpson/css,4,2,1,3,my personal kit<> containing thousands of scripts and hundreds of Python modules and assorted other code,OSC.py,pydocs,Console_CloseErrorWriter,pytest,7/5/2020
carolin-violet,trace_system,https://github.com/carolin-violet/trace_system,4,1,0,0,基于加密技术的农产品溯源仿真系统。我的大学大创项目。主要包含区块链、非对称加密、vue全家桶、echarts、python-flask、爬虫requests库等相关技术,data_prep.py,pydocs,Console_CloseReader,pytest,6/7/2022
ErickOF,CE5303-Embedded-System-for-Smart-Home,https://github.com/ErickOF/CE5303-Embedded-System-for-Smart-Home,4,0,0,155,Customized Embedded System for the control and monitoring of a smart home through a web server.,minify.py,pydocs,Console_CloseReader,pytest,9/23/2020
di,ruffruffs,https://github.com/di/ruffruffs,4,0,0,7,Barkyipyipruff grr woofwoof,packtpub-free-ebook,requests,DataMustOpenInBinary,pytest,6/1/2016
BatsResearch,piriyakulkij-mlsys22-code,https://github.com/BatsResearch/piriyakulkij-mlsys22-code,4,0,0,0,N/A,train_GenCVAE_Seq.py,pydocs,faulthandler_disableBeforeClose,pytest,3/13/2022
ElsevierSoftwareX,SOFTX-D-21-00006,https://github.com/ElsevierSoftwareX/SOFTX-D-21-00006,4,5,1,0,OptiMic: A tool to generate optimized polycrystalline microstructures for materials simulations. To cite this Original Software Publication: https://www.sciencedirect.com/science/article/pii/S2352711021000534,main.py,pydocs,faulthandler_disableBeforeClose,pytest,5/19/2021
khb84341,FDP-emulator,https://github.com/khb84341/FDP-emulator,4,0,0,0,Support Flexible Data Placement feature for FEMU,setup.py,pydocs,faulthandler_disableBeforeClose,pytest,11/1/2023
brichard28,TalkingHeads,https://github.com/brichard28/TalkingHeads,2,0,0,0,TalkingHeads Audiovisual Experiment in LiMN/Biophotonics/APC Labs at Carnegie Mellon and the University of Pittsburgh,partitionquantiles.py,pydocs,Arrays_Comparable|faulthandler_disableBeforeClose,pytest,3/20/2023
snoopgodlinux,packages,https://github.com/snoopgodlinux/packages,1,0,0,0,Official packages repository of SnoopGod Linux OS,870.py,pydocs|requests,Arrays_Comparable|Console_CloseReader|Console_CloseWriter|DataMustOpenInBinary,pytest,6/20/2024
fliibs,address_planner,https://github.com/fliibs/address_planner,3,3,2,8,Address planner is a tool used to plan the allocation of all register and memory addresses in a chip.,run_pretrain_ml_qa.py,pydocs,ArgParse_Parent,pytest,1/22/2021
ZCShou,BOARD-STM32F769I-EVAL_OLD,https://github.com/ZCShou/BOARD-STM32F769I-EVAL_OLD,3,1,0,0,u-boot and linux port to BOARD-STM32F769I-EVAL,check-package,pydocs,ArgParse_Parent,pytest,7/2/2022
ATP-BME,LGMF-GNN,https://github.com/ATP-BME/LGMF-GNN,3,1,1,0,"Code of paper ""An Objective Quantitative Diagnosis of Depression Using Local-to-global Multi-modal Fusion Graph Neural Network""",label_wav.py,pydocs,ArgParse_Parent,pytest,10/20/2023
RomanKoshkin,toLLMatch,https://github.com/RomanKoshkin/toLLMatch,3,0,0,0,toLLMatch🔪: Context-aware LLM-based simultaneous translation,tu_tracepoints.py,pydocs,ArgParse_Parent,pytest,6/20/2024
abdullahfsm,PCS,https://github.com/abdullahfsm/PCS,3,0,0,0,N/A,cfo_example.py,pydocs,ArgParse_Parent,pytest,1/18/2024
tasosnent,BeyondMeSH,https://github.com/tasosnent/BeyondMeSH,3,1,0,20,A weakly supervised approach for fine-grained semantic indexing of biomedical literature,pg_logger.py,pydocs,Arrays_Comparable,pytest,2/13/2019
psipred,ted-tools,https://github.com/psipred/ted-tools,3,1,0,2,ML toolset for creating TED: The Encyclopedia of Domains,ponderateListSynsets.py,pydocs,Console_CloseErrorWriter,pytest,3/26/2024
PaNGalaxy,galaxy,https://github.com/PaNGalaxy/galaxy,3,1,0,0,a fork of Galaxy repo from https://github.com/galaxyproject/galaxy,play.py,pydocs,Console_CloseErrorWriter,pytest,10/12/2022
Inspq,ansible,https://github.com/Inspq/ansible,3,3,0,20,N/A,d.rast.edit.py,pydocs,Console_CloseReader,pytest,7/14/2017
ubclaunchpad,bounce,https://github.com/ubclaunchpad/bounce,3,4,105,52,🏀 Bringing people with common interests together,atlassian-confluence-rce.py,requests,DataMustOpenInBinary,pytest,5/19/2018
openjamoses,TOSEM-2021-Replication,https://github.com/openjamoses/TOSEM-2021-Replication,3,2,0,1,This repository is a replication package analyzing the software testing practices related to Machine Learning based application,capture_frame_azure.py,pydocs,faulthandler_disableBeforeClose,pytest,6/7/2021
Web-Dev-Collaborative,WEB_DEV_COLLABORATIVE,https://github.com/Web-Dev-Collaborative/WEB_DEV_COLLABORATIVE,3,3,1,3,WEB_DEV_COLLABORATIVE,29563_regrtest.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,12/10/2021
vmssoftware,python_3_8_2,https://github.com/vmssoftware/python_3_8_2,3,3,0,1,OpenVMS port for Python 3.8.2,eintr_tester.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,11/26/2020
visit-dav,visit-deps,https://github.com/visit-dav/visit-deps,3,5,1,174,Dependencies for VisIt,eintr_tester.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,3/5/2019
k754a,C-Custom-Code-Editor,https://github.com/k754a/C-Custom-Code-Editor,3,0,2,0,my C++ text engine,regrtest.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,7/1/2024
sophgo,sophon_media,https://github.com/sophgo/sophon_media,3,1,0,0,N/A,test_regrtest.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,4/9/2024
patricksferraz,learning,https://github.com/patricksferraz/learning,2,0,0,6,Step to step for learning some tools,reproduce_nces.py,pydocs,ArgParse_Parent,pytest,10/4/2019
cesarali,conditional_rate_matching,https://github.com/cesarali/conditional_rate_matching,2,0,13,0,Flow Matching for Discrete Variables,train.py,pydocs,ArgParse_Parent,pytest,10/24/2023
Alibaba-NLP,Vec-RA-ODQA,https://github.com/Alibaba-NLP/Vec-RA-ODQA,2,1,0,0,"Source code of paper Improving ""Retrieval Augmented Open-Domain Question-Answering with Vectorized Contexts",eval_triviaqa_em_online.py,pydocs,ArgParse_Parent,pytest,5/28/2024
skwin83,Industrial_AI,https://github.com/skwin83/Industrial_AI,2,1,0,0,산업인공지능학과 관련,check-package,pydocs,ArgParse_Parent,pytest,9/1/2022
lyqcom,models-master,https://github.com/lyqcom/models-master,2,0,0,0,N/A,tu_tracepoints.py,pydocs,ArgParse_Parent,pytest,4/15/2023
jingwangsg,Code-Reading-Project,https://github.com/jingwangsg/Code-Reading-Project,2,0,0,0,Reading project for researching purpose,12018_sungwoo.py,pydocs,Arrays_Comparable,pytest,7/16/2022
ArtificialZeng,pytorch-explained,https://github.com/ArtificialZeng/pytorch-explained,2,0,0,0,pytorch-explained annatated,test_l2gateway.py,pydocs,Arrays_Comparable,pytest,7/13/2023
Huawei-Ascend,modelzoo,https://github.com/Huawei-Ascend/modelzoo,2,1,0,15,N/A,virtualenv.py,pydocs,Console_CloseErrorWriter,pytest,12/7/2020
ii6uu99,.dotfiles,https://github.com/ii6uu99/.dotfiles,2,1,0,21,backup my dotfiles,os.py,pydocs,Console_CloseReader,pytest,12/19/2017
HanKin2015,Storage,https://github.com/HanKin2015/Storage,2,0,0,58,My privite storage!,LKHSolver.py,pydocs,Console_CloseReader,pytest,4/1/2016
UTSA-ICS,openstack-cvrm,https://github.com/UTSA-ICS/openstack-cvrm,2,1,0,1,OpenStack-CVRM is a Constriant-Driven Virtual Resource Management in OpenStack,mfchd.py,pydocs,Console_CloseWriter,pytest,2/19/2015
pection-zz,Allproject,https://github.com/pection-zz/Allproject,2,4,0,0,N/A,transip_ip_updater.py,requests,DataMustOpenInBinary,pytest,9/13/2020
odaridavid,POLITICO-API,https://github.com/odaridavid/POLITICO-API,2,0,0,71,Api  built with Python Flask Web Framework and Postgres backend for voting system,hf_api.py,requests,DataMustOpenInBinary,pytest,2/3/2019
flixha,RobustRAQN,https://github.com/flixha/RobustRAQN,2,0,0,0,Robust request and data quality negotiater for robust matched-filter detection of seismic events,dbot.py,pydocs,faulthandler_disableBeforeClose,pytest,4/20/2021
sunnyhello369,flat_ped_sim,https://github.com/sunnyhello369/flat_ped_sim,2,2,1,0,N/A,kernel.py,pydocs,faulthandler_disableBeforeClose,pytest,2/13/2024
qutebrowser,experiments,https://github.com/qutebrowser/experiments,2,2,1,41,Various experiments (as branches) which never made it into the main repo.,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,2/5/2017
CKIP-Joint,Evaluator,https://github.com/CKIP-Joint/Evaluator,2,0,0,0,N/A,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,2/24/2023
rubbs14,CSP-Analyzer,https://github.com/rubbs14/CSP-Analyzer,2,3,0,18,A fast and efficient multi-spectrum anlayzer for 2-D NMR Fragment Screening based on SMOTE-ENN machine-learning discriminator.,framework.py,pydocs,faulthandler_disableBeforeClose,pytest,12/11/2019
JAYANTHNITW,NutriScan_APP_Large_Image_Model,https://github.com/JAYANTHNITW/NutriScan_APP_Large_Image_Model,2,0,0,0,N/A,test_parallel_backend.py,pydocs,faulthandler_disableBeforeClose,pytest,1/30/2024
Happy-Egg,redesigned-happiness,https://github.com/Happy-Egg/redesigned-happiness,2,1,0,21,"A curriculum design project from NJUST<> include speech-recognition, word-segmentation & emotion-recognition.",test_parallel_backend.py,pydocs,faulthandler_disableBeforeClose,pytest,8/28/2019
pilgrimbeart,synth,https://github.com/pilgrimbeart/synth,2,2,0,0,An HDL simulator<> managing a queue of events and then firing them when they're due.,faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,11/4/2019
brighter-ai,custom-integration-platform,https://github.com/brighter-ai/custom-integration-platform,1,0,0,3,N/A,ffmpeg_executor.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,9/4/2023
asmmhossain,phyG,https://github.com/asmmhossain/phyG,1,1,16,1,This repository contains files for the phylogenetic workflow developed for Galaxy,client.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,10/23/2013
tjefferson401,pyodide,https://github.com/tjefferson401/pyodide,1,0,0,0,Pyodide build with Unthrow,regrtest.py,pydocs,faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,9/17/2022
slayer,duoauthproxy-freebsd,https://github.com/slayer/duoauthproxy-freebsd,1,2,0,1,Duo authproxy patched for building on FreeBSD (pfSense),test_faulthandler.py,pydocs,faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,8/27/2020
SanjayM0han,Ceph-Doc,https://github.com/SanjayM0han/Ceph-Doc,1,0,0,11,N/A,sra_metadata.py,pydocs,ArgParse_Parent,pytest,4/16/2024
AleksNeStu,projects,https://github.com/AleksNeStu/projects,1,1,1,0,"🎧 Apps<> solutions, code examples, documentation for education purposes  🚀",px_process_airframes.py,pydocs,ArgParse_Parent,pytest,12/7/2021
statgen,locuszoom-api,https://github.com/statgen/locuszoom-api,1,3,17,10,Flask server code for LocusZoom APIs,bagHandParse.py,pydocs,ArgParse_Parent,pytest,8/25/2016
disintegrate-Fred,NBME-Score-Clinical-Patient-Notes,https://github.com/disintegrate-Fred/NBME-Score-Clinical-Patient-Notes,1,0,0,0,N/A,android_pattern_cracker.py,pydocs,ArgParse_Parent,pytest,6/28/2023
gunpowder78,google-research,https://github.com/gunpowder78/google-research,1,0,0,0,N/A,mc.py,pydocs,Arrays_Comparable,pytest,3/11/2022
SunnierLee,DP-Pretrain,https://github.com/SunnierLee/DP-Pretrain,1,0,0,0,Differentially Private Self-Pretraining Diffusion Models for the Private Image Synthesis,forms.py,pydocs,Arrays_Comparable,pytest,7/10/2024
xxchenxx,ParaEfficient,https://github.com/xxchenxx/ParaEfficient,1,0,0,0,N/A,nltk_with_tfidf.py,pydocs,Arrays_Comparable,pytest,3/10/2022
brash6,dataviz_dauphine_tunis,https://github.com/brash6/dataviz_dauphine_tunis,1,2,0,0,A repository to store and share ressources for the Data Visualisation module of the BDIA Master of Dauphine Tunis,util.py,pydocs,Arrays_Comparable,pytest,1/19/2023
CommutativeGrid,commutazzio,https://github.com/CommutativeGrid/commutazzio,1,0,0,0,N/A,1-my_list.py,pydocs,Arrays_Comparable,pytest,1/6/2022
gilzilberfeld,dirty-tests-workshop,https://github.com/gilzilberfeld/dirty-tests-workshop,1,2,0,0,N/A,latex.py,pydocs,Arrays_Comparable,pytest,7/28/2021
tht-jxny,MicroPineTime,https://github.com/tht-jxny/MicroPineTime,1,0,0,16,An OS for the Pine64 PineTime made with python,dstbuild_bson.py,pydocs,Console_CloseErrorWriter,pytest,5/16/2020
yumoh,catboost_iter,https://github.com/yumoh/catboost_iter,1,1,0,1,N/A,lab2_mode0_easy.py,pydocs,Console_CloseReader,pytest,1/11/2019
gridgentoo,YandexcCatboost,https://github.com/gridgentoo/YandexcCatboost,1,2,0,1,"Архитектура Градиентного бустинга Yandex<> CatBoost on Decision Trees library, used for ranking, classification, regression and other machine learning tasks ",unitok.py,pydocs,Console_CloseReader,pytest,12/19/2018
jingpad-bsp,android_external_autotest,https://github.com/jingpad-bsp/android_external_autotest,1,0,0,0,N/A,htmllib.py,pydocs,Console_CloseReader,pytest,2/8/2022
JinfenLi,NLP_discourse_ML,https://github.com/JinfenLi/NLP_discourse_ML,1,0,0,0,discourse parser,cfg.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,3/2/2021
tylerwinn,AIVideoMaker,https://github.com/tylerwinn/AIVideoMaker,1,0,0,0,N/A,util.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,6/2/2023
StacyWK,Stock-price-prediction,https://github.com/StacyWK/Stock-price-prediction,1,1,3,0,Stock price prediction web application using LSTM and Sentiment Analysis of Tweets,tree.py,nltk,CreateWidgetOnSameFrameCanvas,pytest,12/28/2022
WallaceChen000,jupyter-ansible,https://github.com/WallaceChen000/jupyter-ansible,1,0,0,0,N/A,gcp_cloudfunctions_cloud_function.py,requests,DataMustOpenInBinary,pytest,9/26/2022
Totenkaf,ML_Ops,https://github.com/Totenkaf/ML_Ops,1,0,0,1,N/A,Helpers.py,requests,DataMustOpenInBinary,pytest,10/8/2022
VangSang0,SkillSwap,https://github.com/VangSang0/SkillSwap,1,0,0,28,N/A,ogc_utility.py,requests,DataMustOpenInBinary,pytest,3/27/2024
erwin-willems,deso-hackathon,https://github.com/erwin-willems/deso-hackathon,1,1,0,2,DeSo AI / ML hackathon,JD_WSCK_conver.py,requests,DataMustOpenInBinary,pytest,4/10/2022
Omaraitbenhaddi,E-Authentication-System-Using-QR-Code-OTP,https://github.com/Omaraitbenhaddi/E-Authentication-System-Using-QR-Code-OTP,1,0,0,2,E Authentication System Using QR Code & OTP,ArpSentry.py,requests,DataMustOpenInBinary,pytest,8/7/2022
khobragade2001,SQL_AND_API,https://github.com/khobragade2001/SQL_AND_API,1,0,0,0,N/A,utility.py,requests,DataMustOpenInBinary,pytest,8/12/2024
Gavince,LLM,https://github.com/Gavince/LLM,1,0,0,8,整理有关LLM相关的资料,local_doc_qa.py,requests,DataMustOpenInBinary,pytest,9/24/2023
Totenkaf,advanced_python,https://github.com/Totenkaf/advanced_python,1,0,0,13,N/A,anime.py,requests,DataMustOpenInBinary,pytest,9/9/2022
Kedar59,skillExchange,https://github.com/Kedar59/skillExchange,1,0,0,0,N/A,endpoints.py,requests,DataMustOpenInBinary,pytest,9/25/2023
alliance-genome,agr_literature_service,https://github.com/alliance-genome/agr_literature_service,1,1,0,739,Alliance Bibliographic Corpus (ABC) Manager,speech_assistant.py,requests,DataMustOpenInBinary,pytest,1/6/2021
Prince-JH,dosuri-backend,https://github.com/Prince-JH/dosuri-backend,1,0,0,120,N/A,auth.py,requests,DataMustOpenInBinary,pytest,9/25/2022
zaxe3d,xdesktop,https://github.com/zaxe3d/xdesktop,1,0,0,0,Desktop application for Zaxe 3D printers.,ya.py,pydocs,faulthandler_disableBeforeClose,pytest,8/25/2022
Go3DInnovation,Go3DPrintPro,https://github.com/Go3DInnovation/Go3DPrintPro,1,0,0,9,N/A,cura_app.py,pydocs,faulthandler_disableBeforeClose,pytest,6/23/2024
ytsaurus,ytsaurus-cpp-sdk,https://github.com/ytsaurus/ytsaurus-cpp-sdk,1,1,0,3,N/A,ya.py,pydocs,faulthandler_disableBeforeClose,pytest,8/16/2023
IntelliSys-Lab,Stellaris-SC24,https://github.com/IntelliSys-Lab/Stellaris-SC24,1,0,0,0,N/A,ForexPredictor.py,pydocs,faulthandler_disableBeforeClose,pytest,6/26/2024
DailinH,cs273-project,https://github.com/DailinH/cs273-project,1,0,0,0,N/A,utils.py,pydocs,faulthandler_disableBeforeClose,pytest,12/4/2020
itcrowdsource,vcftocsvcontactexporter,https://github.com/itcrowdsource/vcftocsvcontactexporter,1,0,0,0,VFC to CSV contact exporter,simulator.py,pydocs,faulthandler_disableBeforeClose,pytest,11/15/2023
VUZhuangweiKang,CloudNativeDLSys,https://github.com/VUZhuangweiKang/CloudNativeDLSys,1,0,0,0,N/A,ssd_tf_onnx_trt_extdir_v2_fpn_0.py,pydocs,faulthandler_disableBeforeClose,pytest,7/15/2023
dustedmtl,lastu,https://github.com/dustedmtl/lastu,1,0,2,2,N/A,utils.py,pydocs,faulthandler_disableBeforeClose,pytest,9/5/2022
rohankumardubey,ray,https://github.com/rohankumardubey/ray,1,0,0,95,N/A,model_training.py,pydocs,faulthandler_disableBeforeClose,pytest,2/22/2022
amirmahdiKhosravi,Adaptive-Logging-System,https://github.com/amirmahdiKhosravi/Adaptive-Logging-System,1,0,0,0,N/A,runner.py,pydocs,faulthandler_disableBeforeClose,pytest,3/1/2023
whqkdhfh13,sswp,https://github.com/whqkdhfh13/sswp,1,3,0,2,N/A,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,7/26/2016
khb84341,FEMU,https://github.com/khb84341/FEMU,1,0,0,0,FEMU for Storage Architecture class supporting directive streams for multi-stream SSD,setup.py,pydocs,faulthandler_disableBeforeClose,pytest,9/4/2023
jody3t,ray-jo,https://github.com/jody3t/ray-jo,1,0,0,0,N/A,multi_process_runner.py,pydocs,faulthandler_disableBeforeClose,pytest,10/24/2020
emilyirenelai,sofe3700-final-project,https://github.com/emilyirenelai/sofe3700-final-project,1,0,0,7,N/A,regrtest.py,pydocs,faulthandler_disableBeforeClose,pytest,11/14/2023
zerynth,z3tester,https://github.com/zerynth/z3tester,1,2,0,3,N/A,faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,3/15/2021
enedelte,myvenv,https://github.com/enedelte/myvenv,1,0,0,0,NEPS Projects,faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,8/27/2023
Web-Dev-Collaborative,ARCHIVE-WEBDEVCOLLAB,https://github.com/Web-Dev-Collaborative/ARCHIVE-WEBDEVCOLLAB,1,2,0,2,N/A,faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,8/22/2021
ManuBerea,Songsurf,https://github.com/ManuBerea/Songsurf,1,0,0,0,N/A,faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,7/12/2023
dead-1ine,the-open-source-explorer,https://github.com/dead-1ine/the-open-source-explorer,1,0,0,0,Whenever something piques my interest<> I delve into it for fun or to apply what I learn at work.,test_regrtest.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,3/22/2024
KapilKumar2002,Katio_game_kivy_,https://github.com/KapilKumar2002/Katio_game_kivy_,1,0,0,0,N/A,main.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,11/24/2022
impatrq,bgas,https://github.com/impatrq/bgas,1,3,0,4,bgas_ar,runtest_mp.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,9/1/2023
PierceConnaughton,Project-400,https://github.com/PierceConnaughton/Project-400,1,0,0,1,N/A,test_faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,10/28/2021
SaurabhTayde,Android-App-Development---Build-a-Feel-Good-App-using-Python,https://github.com/SaurabhTayde/Android-App-Development---Build-a-Feel-Good-App-using-Python,1,0,0,0,"This repository consists of the python codes and files that are required to build an android app - 'A Feel Good App'. After signup and successful login<> this app asks user about how he is feeling now and three options are given - 'happy', 'sad', 'unloved'. When one option out of these three is selected by user, app gives the quote to make the user feel good and happy. User can also select next and read the next quotes. 'APK' file is the output of the final code and this file can be installed in the android app. ",test_faulthandler.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,3/26/2022
KaiStryker,ReCentiFi,https://github.com/KaiStryker/ReCentiFi,0,1,0,5,N/A,policy_train.py,pydocs,ArgParse_Parent,pytest,9/23/2023
AlexanderJCS,golden,https://github.com/AlexanderJCS/golden,0,0,0,0,For my data science class. Uses datasets from Max Planck Florida Institute for Neuroscience,collocate_single_text.py,pydocs,ArgParse_Parent,pytest,3/5/2024
