Owner,Repository Name,Repository Link,Stars,Forks,Issues,Pull Requests,Description,File Name,Dependency Name,Spec Name,Testing Framework,Created At
ywangd,stash,https://github.com/ywangd/stash,1905,220,318,190,StaSh - Shell for Pythonista,zip.py,pydocs,ArgParse_Parent,pytest,11/21/2014
petercorke,robotics-toolbox-python,https://github.com/petercorke/robotics-toolbox-python,1888,399,295,95,Robotics Toolbox for Python,command.py,pydocs,ArgParse_Parent,pytest,4/6/2015
gefyrahq,gefyra,https://github.com/gefyrahq/gefyra,628,26,177,416,Blazingly-fast :rocket:  rock-solid  local application development :arrow_right: with Kubernetes.,EXTRACT_UPX.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,11/18/2021
EnterpriseDB,barman,https://github.com/EnterpriseDB/barman,1854,179,535,387,Barman - Backup and Recovery Manager for PostgreSQL,infofile.py,pydocs,Arrays_Comparable,pytest,8/17/2015
douban,code,https://github.com/douban/code,1807,342,53,68,[DEPRECATED]Douban CODE,apkbuilder.py,pydocs,Arrays_Comparable,pytest,2/4/2014
PaulMcInnis,JobFunnel,https://github.com/PaulMcInnis/JobFunnel,1752,202,76,77,Scrape job websites into a single spreadsheet with no duplicates.,egs.py,requests,DataMustOpenInBinary,pytest,8/25/2017
pymedusa,Medusa,https://github.com/pymedusa/Medusa,1721,263,5773,5576,Automatic Video Library Manager for TV Shows. It watches for new episodes of your favorite shows  and when they are posted it does its magic.,gget_enrichr.py,requests,DataMustOpenInBinary,pytest,2/23/2016
amitt001,delegator.py,https://github.com/amitt001/delegator.py,1687,89,45,35,Subprocesses for Humans 2.0.,delegator.py,pydocs,Console_CloseReader,pytest,1/14/2017
Flexget,Flexget,https://github.com/Flexget/Flexget,1687,467,1533,2155,The official FlexGet repository,backtests.py,requests,DataMustOpenInBinary,pytest,3/22/2011
alpacahq,alpaca-trade-api-python,https://github.com/alpacahq/alpaca-trade-api-python,1687,511,286,475,Python client for Alpaca's trade API,simplemode.py,requests,DataMustOpenInBinary,pytest,3/10/2018
kevoreilly,CAPEv2,https://github.com/kevoreilly/CAPEv2,1677,366,634,1450,Malware Configuration And Payload Extraction,client.py,requests,DataMustOpenInBinary,pytest,10/15/2019
IfcOpenShell,IfcOpenShell,https://github.com/IfcOpenShell/IfcOpenShell,1653,648,3437,987,Open source IFC library and geometry engine,ticketing.py,requests,DataMustOpenInBinary,pytest,8/10/2015
pyupio,safety,https://github.com/pyupio/safety,1633,136,196,325,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for vulnerabilities detected.,utils.py,requests,DataMustOpenInBinary,pytest,10/19/2016
ELS-RD,transformer-deploy,https://github.com/ELS-RD/transformer-deploy,1620,150,121,62,Efficient  scalable and enterprise-grade CPU/GPU inference server for 🤗 Hugging Face transformer models 🚀,query_client.py,requests,DataMustOpenInBinary,pytest,10/31/2021
pythonarcade,arcade,https://github.com/pythonarcade/arcade,1617,302,1099,984,Easy to use Python library for creating 2D arcade games.,common.py,pydocs,Arrays_Comparable,pytest,1/4/2016
psychopy,psychopy,https://github.com/psychopy/psychopy,1611,862,1617,4809,For running psychology and neuroscience experiments,webforms_aggregator_unittests.py,pydocs,Console_CloseWriter,pytest,9/1/2010
Feodor2,Mypal68,https://github.com/Feodor2/Mypal68,529,33,412,14,web browser,kickstart.py,pydocs,Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader,pytest,4/7/2022
predibase,lorax,https://github.com/predibase/lorax,1555,102,193,265,Multi-LoRA inference server that scales to 1000s of fine-tuned LLMs,poc.py,requests,DataMustOpenInBinary,pytest,10/20/2023
4paradigm,OpenMLDB,https://github.com/4paradigm/OpenMLDB,1549,303,1700,2167,OpenMLDB is an open-source machine learning database that provides a feature platform computing consistent features for training and inference.,tigeristry.py,requests,DataMustOpenInBinary,pytest,3/12/2021
earthgecko,skyline,https://github.com/earthgecko/skyline,512,61,53,594,Anomaly detection,tee.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,6/4/2014
reviewboard,reviewboard,https://github.com/reviewboard/reviewboard,1533,415,0,47,An extensible and friendly code review tool for projects and companies of all sizes.,git-fat,pydocs,Console_CloseReader,pytest,8/22/2009
SiCKRAGE,SiCKRAGE,https://github.com/SiCKRAGE/SiCKRAGE,1533,649,0,2670,Mirror of OFFICIAL SiCKRAGE,generate.py,requests,DataMustOpenInBinary,pytest,3/10/2014
sigma67,ytmusicapi,https://github.com/sigma67/ytmusicapi,1504,179,402,125,Unofficial API for YouTube Music,execution.py,requests,DataMustOpenInBinary,pytest,2/18/2020
GNS3,gns3-server,https://github.com/GNS3/gns3-server,749,253,1781,545,GNS3 server,hoaxshell.py,pydocs,Console_CloseReader|Console_CloseWriter,pytest,9/26/2013
jupyterhub,zero-to-jupyterhub-k8s,https://github.com/jupyterhub/zero-to-jupyterhub-k8s,1475,758,1318,2067,Helm Chart & Documentation for deploying JupyterHub on Kubernetes,download_ted_and_extract.py,pydocs,ArgParse_Parent,pytest,4/10/2017
AnalogJ,lexicon,https://github.com/AnalogJ/lexicon,1444,296,267,1626,Manipulate DNS records on various DNS providers in a standardized way. ,acls.py,requests,DataMustOpenInBinary,pytest,2/2/2016
privacyidea,privacyidea,https://github.com/privacyidea/privacyidea,1432,298,2106,1820,:closed_lock_with_key: multi factor authentication system (2FA  MFA  OTP Server),corefile.py,pydocs,Console_CloseErrorWriter,pytest,6/3/2014
tschellenbach,Django-facebook,https://github.com/tschellenbach/Django-facebook,1424,526,438,182,Facebook open graph api implementation using the Django web framework in python,execute_bash.py,pydocs,Console_CloseReader,pytest,5/5/2010
yaqwsx,KiKit,https://github.com/yaqwsx/KiKit,1419,189,421,117,Automation tools for KiCAD,phase_stats.py,pydocs,faulthandler_disableBeforeClose,pytest,4/6/2020
imageio,imageio,https://github.com/imageio/imageio,1411,282,591,486,Python library for reading and writing image data,__init__.py,pydocs,Console_CloseWriter,pytest,5/4/2013
unknown-horizons,unknown-horizons,https://github.com/unknown-horizons/unknown-horizons,1398,225,2385,565,Unknown Horizons official code repository,EmbedLib.py,pydocs,Arrays_Comparable,pytest,8/23/2010
richardkiss,pycoin,https://github.com/richardkiss/pycoin,1388,455,209,201,Python-based Bitcoin and alt-coin utility library.,conformance.py,pydocs,Console_CloseErrorWriter,pytest,6/24/2013
materialsproject,pymatgen,https://github.com/materialsproject/pymatgen,1374,796,1232,2497,Python Materials Genomics (pymatgen) is a robust materials analysis code that defines classes for structures and molecules with support for many electronic structure codes. It powers the Materials Project.,cluster.py,pydocs,Arrays_Comparable,pytest,10/23/2011
AndrewIngram,django-extra-views,https://github.com/AndrewIngram/django-extra-views,1371,169,144,123,Django's class-based generic views are awesome  let's have more of them.,servable_module_validator.py,requests,DataMustOpenInBinary,pytest,5/16/2011
Parsl,parsl,https://github.com/Parsl/parsl,457,187,1135,2280,Parsl - a Python parallel scripting library,geocode.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,10/20/2016
mido,mido,https://github.com/mido/mido,1347,194,303,170,MIDI Objects for Python,nix.py,pydocs,Console_CloseWriter,pytest,6/23/2013
sunnypilot,sunnypilot,https://github.com/sunnypilot/sunnypilot,668,558,64,258,sunnypilot is a fork of comma.ai's openpilot  an open source driver assistance system. sunnypilot offers the user a unique driving experience for over 290 supported car makes and models with modified behaviors of driving assist engagements. sunnypilot complies with comma.ai's safety rules as accurately as possible.,argparse.py,pydocs,ArgParse_Parent|Console_CloseErrorWriter,pytest,7/23/2021
swapagarwal,JARVIS-on-Messenger,https://github.com/swapagarwal/JARVIS-on-Messenger,1332,967,230,884,:speech_balloon: A community-driven python bot that aims to be as simple as possible to serve humans with their everyday tasks,SqlTest.py,requests,DataMustOpenInBinary,pytest,4/17/2016
openstack,horizon,https://github.com/openstack/horizon,1326,1120,0,83,OpenStack Dashboard (Horizon). Mirror of code maintained at opendev.org.,workflows.py,pydocs,Arrays_Comparable,pytest,10/28/2011
galaxyproject,galaxy,https://github.com/galaxyproject/galaxy,1314,881,5918,12129,Data intensive science for everyone.,pcp2json.py,requests,DataMustOpenInBinary,pytest,2/23/2015
MiczFlor,RPi-Jukebox-RFID,https://github.com/MiczFlor/RPi-Jukebox-RFID,1270,380,1034,1011,A Raspberry Pi jukebox  playing local music  podcasts  web radio and streams triggered by RFID cards  web app or home automation. All plug and play via USB. GPIO scripts available.,snmpbrute.py,pydocs,Console_CloseWriter,pytest,2/2/2017
atlassian-api,atlassian-python-api,https://github.com/atlassian-api/atlassian-python-api,1266,630,575,804,Atlassian Python REST API wrapper,ollama_handler.py,requests,DataMustOpenInBinary,pytest,5/7/2014
sajjadium,ctf-archives,https://github.com/sajjadium/ctf-archives,626,107,1,4, CTF Archives: Collection of CTF Challenges.,main.py,pydocs,faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,6/10/2021
CPJKU,madmom,https://github.com/CPJKU/madmom,1240,196,263,257,Python audio and music signal processing library,javavibridge.py,pydocs,Console_CloseReader,pytest,9/8/2015
wikimedia,pywikibot,https://github.com/wikimedia/pywikibot,617,182,0,44,A Python library that interfaces with the MediaWiki API. This is a mirror from gerrit.wikimedia.org. Do not submit any patches here. See https://www.mediawiki.org/wiki/Developer_account for contributing.,ssh_execute_concurrent.py,pydocs,Console_CloseReader|Console_CloseWriter,pytest,6/19/2013
quantopian,trading_calendars,https://github.com/quantopian/trading_calendars,601,225,70,216,Calendars for various securities exchanges.,base_events.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,6/12/2018
hvac,hvac,https://github.com/hvac/hvac,1181,360,471,667,:lock: Python 3.X client for HashiCorp Vault,worker.py,requests,DataMustOpenInBinary,pytest,5/5/2015
fbchat-dev,fbchat,https://github.com/fbchat-dev/fbchat,1171,389,457,217,Facebook Chat (Messenger) for Python,rest.py,requests,DataMustOpenInBinary,pytest,4/18/2015
obspy,obspy,https://github.com/obspy/obspy,1122,518,1733,1697,ObsPy: A Python Toolbox for seismology/seismological observatories.,4factor.py,pydocs,Arrays_Comparable,pytest,9/8/2012
cloudera,hue,https://github.com/cloudera/hue,1093,340,1217,2409,Open source SQL Query Assistant service for Databases/Warehouses,util.py,pydocs,Arrays_Comparable,pytest,6/21/2010
mlcommons,inference,https://github.com/mlcommons/inference,1087,444,715,956,Reference implementations of MLPerf™ inference benchmarks,check_license.py,pydocs,ArgParse_Parent,pytest,9/13/2018
apache,impala,https://github.com/apache/impala,1083,483,0,67,Apache Impala,run_pelog_shell.py,pydocs,Console_CloseErrorWriter,pytest,4/13/2016
openapi-generators,openapi-python-client,https://github.com/openapi-generators/openapi-python-client,1080,180,335,589,Generate modern Python clients from OpenAPI,testing.py,pydocs,Arrays_Comparable,pytest,2/15/2020
sagemath,sage,https://github.com/sagemath/sage,1062,382,35467,2234,Main repository of SageMath. Now open for Issues and Pull Requests.,polynomial.py,pydocs,Arrays_Comparable,pytest,6/8/2012
roboflow,inference,https://github.com/roboflow/inference,1038,73,50,319,A fast  easy-to-use  production-ready inference server for computer vision supporting deployment of many popular model architectures and fine-tuned models.,openai_api.py,requests,DataMustOpenInBinary,pytest,7/31/2023
lmfit,lmfit-py,https://github.com/lmfit/lmfit-py,1013,263,366,512,Non-Linear Least Squares Minimization  with flexible Parameter settings  based on scipy.optimize  and with many additional classes and methods for curve fitting. ,capitalization.py,pydocs,Arrays_Comparable,pytest,8/1/2011
astroML,astroML,https://github.com/astroML/astroML,1007,293,156,121,Machine learning  statistics  and data mining for astronomy and astrophysics,icmpsh_m.py,pydocs,Console_CloseWriter,pytest,10/17/2012
robocorp,robocorp,https://github.com/robocorp/robocorp,335,43,158,235,Create 🐍 Python AI Actions and 🤖 Automations  and deploy & operate them anywhere,redirect.py,pydocs|requests,Console_CloseErrorWriter|Console_CloseWriter|DataMustOpenInBinary,pytest,3/20/2023
SourceCode-AI,aura,https://github.com/SourceCode-AI/aura,485,30,28,4,Python source code auditing and static analysis on a large scale,topN_perf.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,9/23/2020
sergiocorreia,panflute,https://github.com/sergiocorreia/panflute,479,59,139,106,An Pythonic alternative to John MacFarlane's pandocfilters  with extra helper functions,ShellLint.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,3/30/2016
sentinelsat,sentinelsat,https://github.com/sentinelsat/sentinelsat,957,219,369,246,Search and download Copernicus Sentinel satellite images,handleCommand.py,pydocs,Console_CloseWriter,pytest,5/22/2015
sopel-irc,sopel,https://github.com/sopel-irc/sopel,950,397,1240,1360,:robot::speech_balloon: An easy-to-use and highly extensible IRC Bot framework. Formerly Willie.,partial_offer_requests.py,requests,DataMustOpenInBinary,pytest,12/22/2011
mosaicml,streaming,https://github.com/mosaicml/streaming,941,116,125,540,A Data Streaming Library for Efficient Neural Network Training,parser.py,pydocs,Arrays_Comparable,pytest,6/9/2022
circuits,circuits,https://github.com/circuits/circuits,301,57,147,190,circuits is a Lightweight Event driven and Asynchronous Application Framework for the Python Programming Language with a strong Component Architecture.,whitelist.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,8/29/2013
e3nn,e3nn,https://github.com/e3nn/e3nn,878,125,150,209,A modular framework for neural networks with Euclidean symmetry,orngTabs.py,pydocs,Arrays_Comparable,pytest,1/31/2020
PaddlePaddle,Serving,https://github.com/PaddlePaddle/Serving,877,241,839,1153,A flexible  high-performance carrier for machine learning models（『飞桨』服务化部署框架）,foliolibrary.py,requests,DataMustOpenInBinary,pytest,3/31/2019
takluyver,pynsist,https://github.com/takluyver/pynsist,873,118,173,92,Build Windows installers for Python applications,post_parser.py,pydocs,Arrays_Comparable,pytest,3/30/2014
artisan-roaster-scope,artisan,https://github.com/artisan-roaster-scope/artisan,870,238,785,200,artisan: visual scope for coffee roasters,requests_lambda.py,requests,DataMustOpenInBinary,pytest,3/13/2015
DataDog,integrations-core,https://github.com/DataDog/integrations-core,866,1344,612,16834,Core integrations of the Datadog Agent,wereader.py,pydocs,Arrays_Comparable,pytest,12/1/2015
lhotse-speech,lhotse,https://github.com/lhotse-speech/lhotse,864,197,384,903,Tools for handling speech data in machine learning projects.,quickstart.py,pydocs,Console_CloseReader,pytest,4/24/2020
apache,incubator-livy,https://github.com/apache/incubator-livy,856,538,16,427,Apache Livy is an open source REST interface for interacting with Apache Spark from anywhere.,web.py,requests,DataMustOpenInBinary,pytest,6/25/2017
pywren,pywren,https://github.com/pywren/pywren,835,100,204,119,Teraflops and microservices,prestartup_script.py,pydocs,Console_CloseWriter,pytest,10/3/2016
postlund,pyatv,https://github.com/postlund/pyatv,824,86,967,1428,A client library for Apple TV and AirPlay devices,pdb.py,pydocs,Console_CloseReader,pytest,2/1/2017
aeon-toolkit,aeon,https://github.com/aeon-toolkit/aeon,809,81,491,986,A toolkit for machine learning from time series,sphinx_doc_gen.py,pydocs,Arrays_Comparable,pytest,12/20/2022
target,strelka,https://github.com/target/strelka,802,100,94,356,Real-time  container-based file scanning at enterprise scale,scan_falcon_sandbox.py,requests,DataMustOpenInBinary,pytest,9/20/2018
shedskin,shedskin,https://github.com/shedskin/shedskin,783,107,340,119,Shed Skin is a restricted-Python-to-C++ compiler. Read the introduction below to learn about the restrictions.,_cli.py,pydocs,Arrays_Comparable,pytest,7/2/2010
pytorch,benchmark,https://github.com/pytorch/benchmark,783,237,839,1415,TorchBench is a collection of open source benchmarks used to evaluate PyTorch performance.,ConvertMasmToNasm.py,pydocs,Console_CloseReader,pytest,5/26/2017
nipy,nipy,https://github.com/nipy/nipy,373,138,166,395,Neuroimaging in Python FMRI analysis package,upgrade.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,5/2/2010
f4pga,prjxray,https://github.com/f4pga/prjxray,737,139,477,1884,Documenting the Xilinx 7-series bit-stream format.,relabeling.py,pydocs,Arrays_Comparable,pytest,12/16/2017
AzureAD,microsoft-authentication-library-for-python,https://github.com/AzureAD/microsoft-authentication-library-for-python,735,183,284,358,"Microsoft Authentication Library (MSAL) for Python makes it easy to authenticate to Microsoft Entra ID. General docs are available here https://learn.microsoft.com/entra/msal/python/ Stable APIs are documented here https://msal-python.readthedocs.io. Questions can be asked on www.stackoverflow.com with tag ""msal"" + ""python"".",utils.py,requests,DataMustOpenInBinary,pytest,9/2/2016
Unidata,netcdf4-python,https://github.com/Unidata/netcdf4-python,726,251,883,437,netcdf4-python: python/numpy interface to the netCDF C library,Api.py,pydocs,Console_CloseWriter,pytest,1/13/2014
Mathics3,mathics-core,https://github.com/Mathics3/mathics-core,717,40,136,832,An open-source Mathematica. This repository contains the Python modules for WL Built-in functions  variables  core primitives  e.g. Symbol  a parser to create Expressions  and an evaluator to execute them.,ttor_logging.py,pydocs,Arrays_Comparable,pytest,9/11/2021
stan-dev,math,https://github.com/stan-dev/math,707,179,1290,1766,The Stan Math Library is a C++ template library for automatic differentiation of any order using forward  reverse  and mixed modes.  It includes a range of built-in functions for probabilistic modeling  linear algebra  and equation solving.,weakpass_generator.py,pydocs,Arrays_Comparable,pytest,7/1/2015
google-research,circuit_training,https://github.com/google-research/circuit_training,686,131,51,10,,__init__.py,pydocs,Arrays_Comparable,pytest,11/2/2021
lagadic,visp,https://github.com/lagadic/visp,672,280,410,963,Open Source Visual Servoing Platform,widgets.py,pydocs,Arrays_Comparable,pytest,9/15/2015
clinton-hall,nzbToMedia,https://github.com/clinton-hall/nzbToMedia,671,170,1579,412,Provides NZB and Torrent postprocessing To CouchPotatoServer  SickBeard/SickRage  HeadPhones  Mylar and Gamez,jsmonitor.py,pydocs,Console_CloseReader,pytest,11/10/2012
materialsproject,fireworks,https://github.com/materialsproject/fireworks,335,172,154,376,The Fireworks Workflow Management Repo.,remote_runner.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,1/8/2013
pychess,pychess,https://github.com/pychess/pychess,666,180,1625,582,PyChess - a chess client for Linux/Windows,_capi.py,pydocs,faulthandler_disableBeforeClose,pytest,2/2/2015
anki,cozmo-python-sdk,https://github.com/anki/cozmo-python-sdk,662,422,31,194,Anki Cozmo Python SDK,data_source.py,requests,DataMustOpenInBinary,pytest,10/14/2016
LineaLabs,lineapy,https://github.com/LineaLabs/lineapy,657,52,290,574,Move fast from data science prototype to pipeline. Capture  analyze  and transform messy notebooks into data pipelines with just two lines of code.,benchmark.py,pydocs,Console_CloseErrorWriter,pytest,7/28/2021
uber,peloton,https://github.com/uber/peloton,636,64,17,10,Unified Resource Scheduler to co-schedule mixed types of workloads such as batch  stateless and stateful jobs in a single cluster for better resource utilization.,fetch_events.py,pydocs,ArgParse_Parent,pytest,3/22/2017
swing-opensource,swingmusic,https://github.com/swing-opensource/swingmusic,608,36,118,78, Swing Music is a beautiful  self-hosted music player for your local audio files. Like a cooler Spotify ... but bring your own music.,supermemo_xml.py,pydocs,Console_CloseReader,pytest,11/14/2021
google,mobly,https://github.com/google/mobly,608,167,236,677,E2E test framework for tests with complex environment requirements.,create_mmp_db.py,pydocs,Console_CloseErrorWriter,pytest,11/7/2016
aws-ia,terraform-aws-control_tower_account_factory,https://github.com/aws-ia/terraform-aws-control_tower_account_factory,589,365,423,32,AWS Control Tower Account Factory,_http_requests.py,requests,DataMustOpenInBinary,pytest,11/3/2021
Josverl,micropython-stubs,https://github.com/Josverl/micropython-stubs,117,19,54,687,Stubs of most MicroPython ports  boards and versions to make writing code that much simpler.,kernelapp.py,pydocs,Console_CloseReader|Console_CloseErrorWriter|Console_CloseReader|Console_CloseErrorWriter|Console_CloseReader,pytest,10/17/2020
SqueezeAILab,KVQuant,https://github.com/SqueezeAILab/KVQuant,194,14,9,0,KVQuant: Towards 10 Million Context Length LLM Inference with KV Cache Quantization,safetensors_conversion.py,requests|pydocs,DataMustOpenInBinary|ArgParse_Parent|Arrays_Comparable,pytest,1/31/2024
pyparallel,pyparallel,https://github.com/pyparallel/pyparallel,580,25,8,0,Experimental multicore fork of Python 3,main.py,pydocs,faulthandler_tracetrackDumpBeforeClose,pytest,7/25/2015
biotite-dev,biotite,https://github.com/biotite-dev/biotite,559,84,137,404,A comprehensive library for computational molecular biology,download.py,requests,DataMustOpenInBinary,pytest,7/30/2017
ezyang,ghstack,https://github.com/ezyang/ghstack,556,49,85,156,Submit stacked diffs to GitHub on the command line,getpass.py,pydocs,Console_CloseReader,pytest,10/15/2018
snowflakedb,snowflake-connector-python,https://github.com/snowflakedb/snowflake-connector-python,555,437,661,1264,Snowflake Connector for Python,type.py,requests,DataMustOpenInBinary,pytest,6/29/2016
JHUISI,charm,https://github.com/JHUISI/charm,523,154,204,103,Charm: A Framework for Rapidly Prototyping Cryptosystems,platform.py,pydocs,Console_CloseErrorWriter,pytest,5/15/2011
rhinstaller,anaconda,https://github.com/rhinstaller/anaconda,520,336,0,5435,System installer for Fedora  RHEL and other distributions,main.py,pydocs,faulthandler_disableBeforeClose,pytest,2/2/2015
dit,dit,https://github.com/dit/dit,490,86,102,104,Python package for information theory.,cli.py,pydocs,Arrays_Comparable,pytest,9/29/2013
auth0,auth0-python,https://github.com/auth0/auth0-python,489,155,130,485,Auth0 SDK for Python,controller.py,requests,DataMustOpenInBinary,pytest,7/30/2014
pypa,wheel,https://github.com/pypa/wheel,475,140,386,227,The official binary distribution format for Python,generate_modules.py,pydocs,Arrays_Comparable,pytest,7/25/2017
salesforce,CodeRL,https://github.com/salesforce/CodeRL,475,59,27,32,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).,__init__.py,pydocs,faulthandler_disableBeforeClose,pytest,6/30/2022
NeoGeographyToolkit,StereoPipeline,https://github.com/NeoGeographyToolkit/StereoPipeline,472,134,361,53,The NASA Ames Stereo Pipeline is a suite of automated geodesy & stereogrammetry tools designed for processing planetary imagery captured from orbiting and landed robotic explorers on other planets.,nxOMSKeyMgmt.py,pydocs,Console_CloseErrorWriter,pytest,6/11/2010
jendrikseipp,rednotebook,https://github.com/jendrikseipp/rednotebook,470,107,568,145,RedNotebook is a cross-platform journal,logger.py,pydocs,Arrays_Comparable,pytest,6/30/2015
lablup,backend.ai,https://github.com/lablup/backend.ai,469,128,712,1391,Backend.AI is a streamlined  container-based computing cluster platform that hosts popular computing/ML frameworks and diverse programming languages  with pluggable heterogeneous accelerator support including CUDA GPU  ROCm GPU  TPU  IPU and other NPUs.,pdb_splitmodel.py,pydocs,Console_CloseReader,pytest,10/6/2016
hyprland-community,pyprland,https://github.com/hyprland-community/pyprland,232,15,79,13,Scratchpads & many goodies for Hyprland [maintainer=@fdev31],resource_sizes.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,4/27/2023
hak5,nano-tetra-modules,https://github.com/hak5/nano-tetra-modules,461,134,31,66,The Official WiFi Pineapple Module Repository for the NANO & TETRA,report.py,requests,DataMustOpenInBinary,pytest,11/16/2017
youtube,cobalt,https://github.com/youtube/cobalt,218,100,0,3159,Cobalt is a lightweight HTML5 application container,elt.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,1/20/2016
subzeroid,instagrapi-rest,https://github.com/subzeroid/instagrapi-rest,431,117,29,28,RESTful API Wrapper for Instagram Private API,video.py,requests,DataMustOpenInBinary,pytest,3/15/2021
DetachHead,basedpyright,https://github.com/DetachHead/basedpyright,430,9,245,90,pyright fork with various type checking improvements  improved vscode support and pylance features built into the language server,generate_final_report.py,pydocs,ArgParse_Parent,pytest,12/2/2023
pypr,pysph,https://github.com/pypr/pysph,424,132,59,316,A framework for Smoothed Particle Hydrodynamics in Python,manager.py,pydocs,Arrays_Comparable,pytest,5/25/2017
SuperCowPowers,zat,https://github.com/SuperCowPowers/zat,415,108,73,78,Zeek Analysis Tools (ZAT):  Processing and analysis of Zeek network data with Pandas  scikit-learn  Kafka and Spark,__init__.py,pydocs,ArgParse_Parent,pytest,3/22/2017
theQRL,QRL,https://github.com/theQRL/QRL,411,102,219,1561,Quantum Resistant Ledger ,gtk-osx-jhbuildrc,pydocs,Console_CloseErrorWriter,pytest,10/16/2016
artefactual,archivematica,https://github.com/artefactual/archivematica,405,101,295,1572,Free and open-source digital preservation system designed to maintain standards-based  long-term access to collections of digital objects.,util.py,pydocs,Console_CloseWriter,pytest,9/14/2012
elastic,apm-agent-python,https://github.com/elastic/apm-agent-python,403,208,709,1322,Official Python agent for Elastic APM,api.py,pydocs,Console_CloseErrorWriter,pytest,7/13/2017
JanssenProject,jans,https://github.com/JanssenProject/jans,402,60,3450,4865,An open source enterprise digital identity platform for CIAM or workforce... Janssen is a distribution of standards-based  developer friendly  components that are engineered to work together in any cloud. #OAuth #OpenID #FIDO,terminalsize.py,pydocs,Console_CloseWriter,pytest,11/3/2020
WikidPad,WikidPad,https://github.com/WikidPad/WikidPad,195,41,67,22,WikidPad is a single user desktop wiki,gs-find,pydocs,Console_CloseReader|faulthandler_tracetrackDumpBeforeClose,pytest,2/18/2016
MoatLab,FEMU,https://github.com/MoatLab/FEMU,384,168,90,36,FEMU: Accurate  Scalable and Extensible NVMe SSD Emulator (FAST'18),test_faulthandler.py,pydocs,faulthandler_disableBeforeClose,pytest,12/19/2017
avrae,avrae,https://github.com/avrae/avrae,380,128,1304,688,A Discord bot to streamline running D&D 5e.,dbot.py,pydocs,faulthandler_disableBeforeClose,pytest,2/2/2017
osbuild,osbuild,https://github.com/osbuild/osbuild,189,107,229,1520,Build-Pipelines for Operating System Artifacts,ffmpeg.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,1/15/2019
dictation-toolbox,dragonfly,https://github.com/dictation-toolbox/dragonfly,373,66,144,245,Speech recognition framework allowing powerful Python-based scripting and extension of Dragon NaturallySpeaking (DNS)  Windows Speech Recognition (WSR)  Kaldi and CMU Pocket Sphinx,decode.py,pydocs,Console_CloseReader,pytest,5/26/2017
21dotco,two1-python,https://github.com/21dotco/two1-python,367,85,18,16,The 21 command line interface and two1 bitcoin library. Send and receive BTC over HTTP.,ping.py,requests,DataMustOpenInBinary,pytest,6/1/2016
rcmdnk,homebrew-file,https://github.com/rcmdnk/homebrew-file,347,29,107,161,Brewfile manager for  Homebrew,rename_objs_ot_tim_lex.py,pydocs,Arrays_Comparable,pytest,9/13/2013
CZ-NIC,knot-resolver,https://github.com/CZ-NIC/knot-resolver,338,56,64,44,Knot Resolver - resolve DNS names like it's 2024,ftplib.py,pydocs,Console_CloseErrorWriter,pytest,3/31/2015
deshaw,pyflyby,https://github.com/deshaw/pyflyby,337,46,139,199,A set of productivity tools for Python,eval_qm9_condition_quality.py,pydocs,faulthandler_disableBeforeClose,pytest,10/5/2018
trailofbits,fickling,https://github.com/trailofbits/fickling,331,41,27,80,A Python pickling decompiler and static analyzer,argopts.py,pydocs,Console_CloseReader,pytest,1/21/2021
flink-extended,ai-flow,https://github.com/flink-extended/ai-flow,165,35,93,292,AI Flow is an open source framework that bridges big data and artificial intelligence. ,convert_book.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,10/14/2021
tenable,pyTenable,https://github.com/tenable/pyTenable,327,160,412,354,Python Library for interfacing into Tenable's platform APIs,strategy_handler.py,requests,DataMustOpenInBinary,pytest,12/18/2017
Azure,azure-functions-python-worker,https://github.com/Azure/azure-functions-python-worker,326,94,792,625,Python worker for Azure Functions.,process.py,pydocs,Console_CloseErrorWriter,pytest,1/16/2018
common-workflow-language,cwltool,https://github.com/common-workflow-language/cwltool,321,213,785,1209,Common Workflow Language reference implementation,s3_util.py,pydocs,Console_CloseReader,pytest,10/7/2015
jswhit,pygrib,https://github.com/jswhit/pygrib,316,91,159,86, Python interface for reading and writing GRIB data ,sitepyxpcom.py,pydocs,Console_CloseWriter,pytest,12/29/2014
